period,flow,code,description,unit,quantity_mo_reported,quantity_ytd_reported,quantity_mo_grams,quantity_ytd_grams,value_mo_usd,value_ytd_usd,source_url,quantity_suppressed
2001-02,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,65711804,122163311,65711804,122163311,,,https://dataweb.usitc.gov/,False
2001-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,277331127,772390503,277331127,772390503,,,https://dataweb.usitc.gov/,False
2001-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,68201767,145060530,68201767,145060530,,,https://dataweb.usitc.gov/,False
2001-03,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,83110136,205273447,83110136,205273447,,,https://dataweb.usitc.gov/,False
2001-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,217196900,989587403,217196900,989587403,,,https://dataweb.usitc.gov/,False
2001-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,30119102,175179632,30119102,175179632,,,https://dataweb.usitc.gov/,False
2001-04,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,113133974,318407421,113133974,318407421,,,https://dataweb.usitc.gov/,False
2001-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,227143622,1216731025,227143622,1216731025,,,https://dataweb.usitc.gov/,False
2001-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,49777533,224957165,49777533,224957165,,,https://dataweb.usitc.gov/,False
2001-05,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,74757698,393165119,74757698,393165119,,,https://dataweb.usitc.gov/,False
2001-06,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,204931003,1421662028,204931003,1421662028,,,https://dataweb.usitc.gov/,False
2001-06,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,54524555,279481720,54524555,279481720,,,https://dataweb.usitc.gov/,False
2001-06,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,66869859,460034978,66869859,460034978,,,https://dataweb.usitc.gov/,False
2001-07,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,292796832,1714458860,292796832,1714458860,,,https://dataweb.usitc.gov/,False
2001-07,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,54192717,333674437,54192717,333674437,,,https://dataweb.usitc.gov/,False
2001-07,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,68594122,528629100,68594122,528629100,,,https://dataweb.usitc.gov/,False
2001-08,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,260954376,1975413236,260954376,1975413236,,,https://dataweb.usitc.gov/,False
2001-08,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,48867320,382541757,48867320,382541757,,,https://dataweb.usitc.gov/,False
2001-08,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,106373898,635002998,106373898,635002998,,,https://dataweb.usitc.gov/,False
2001-09,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,227302715,2202715951,227302715,2202715951,,,https://dataweb.usitc.gov/,False
2001-09,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,19050268,401592025,19050268,401592025,,,https://dataweb.usitc.gov/,False
2001-09,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,80529656,715532654,80529656,715532654,,,https://dataweb.usitc.gov/,False
2001-10,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,295935703,2498651654,295935703,2498651654,,,https://dataweb.usitc.gov/,False
2001-10,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,29018374,430610399,29018374,430610399,,,https://dataweb.usitc.gov/,False
2001-10,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,64993453,780526107,64993453,780526107,,,https://dataweb.usitc.gov/,False
2001-11,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,339646060,2838297714,339646060,2838297714,,,https://dataweb.usitc.gov/,False
2001-11,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,22719856,453330255,22719856,453330255,,,https://dataweb.usitc.gov/,False
2001-11,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,115696355,896222462,115696355,896222462,,,https://dataweb.usitc.gov/,False
2001-12,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,250904545,3089202259,250904545,3089202259,,,https://dataweb.usitc.gov/,False
2001-12,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,28264638,481594893,28264638,481594893,,,https://dataweb.usitc.gov/,False
2001-12,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,337638985,1233861447,337638985,1233861447,,,https://dataweb.usitc.gov/,False
2002-01,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,420389364,420389364,420389364,420389364,,,https://dataweb.usitc.gov/,False
2002-01,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,27005321,27005321,27005321,27005321,,,https://dataweb.usitc.gov/,False
2002-01,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,240972003,240972003,240972003,240972003,,,https://dataweb.usitc.gov/,False
2002-02,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,261028632,681417996,261028632,681417996,,,https://dataweb.usitc.gov/,False
2002-02,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,62707130,89712451,62707130,89712451,,,https://dataweb.usitc.gov/,False
2002-02,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,71908758,312880761,71908758,312880761,,,https://dataweb.usitc.gov/,False
2002-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,325858674,1007276670,325858674,1007276670,,,https://dataweb.usitc.gov/,False
2002-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,57988161,147700612,57988161,147700612,,,https://dataweb.usitc.gov/,False
2002-03,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,135420175,448300936,135420175,448300936,,,https://dataweb.usitc.gov/,False
2002-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,416549200,1423825870,416549200,1423825870,,,https://dataweb.usitc.gov/,False
2002-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,43066802,190767414,43066802,190767414,,,https://dataweb.usitc.gov/,False
2002-04,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,108674336,556975272,108674336,556975272,,,https://dataweb.usitc.gov/,False
2002-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,383521363,1807347233,383521363,1807347233,,,https://dataweb.usitc.gov/,False
2002-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,37058370,227825784,37058370,227825784,,,https://dataweb.usitc.gov/,False
2002-05,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,58019343,614994615,58019343,614994615,,,https://dataweb.usitc.gov/,False
2002-06,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,283869922,2091217155,283869922,2091217155,,,https://dataweb.usitc.gov/,False
2002-06,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,30537768,258363552,30537768,258363552,,,https://dataweb.usitc.gov/,False
2002-06,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,115527197,730521812,115527197,730521812,,,https://dataweb.usitc.gov/,False
2002-07,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,285737476,2376954631,285737476,2376954631,,,https://dataweb.usitc.gov/,False
2002-07,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,58118952,316482504,58118952,316482504,,,https://dataweb.usitc.gov/,False
2002-07,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,93285904,823807716,93285904,823807716,,,https://dataweb.usitc.gov/,False
2002-08,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,311518276,2688472907,311518276,2688472907,,,https://dataweb.usitc.gov/,False
2002-08,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,78686803,395169307,78686803,395169307,,,https://dataweb.usitc.gov/,False
2002-08,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,176979214,1000786930,176979214,1000786930,,,https://dataweb.usitc.gov/,False
2002-09,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,365221780,3053694687,365221780,3053694687,,,https://dataweb.usitc.gov/,False
2002-09,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,78461270,473630577,78461270,473630577,,,https://dataweb.usitc.gov/,False
2002-09,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,132129851,1132916781,132129851,1132916781,,,https://dataweb.usitc.gov/,False
2002-10,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,317499093,3371193780,317499093,3371193780,,,https://dataweb.usitc.gov/,False
2002-10,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,62650961,536281538,62650961,536281538,,,https://dataweb.usitc.gov/,False
2002-10,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,67038303,1199955084,67038303,1199955084,,,https://dataweb.usitc.gov/,False
2002-11,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,296749206,3667942986,296749206,3667942986,,,https://dataweb.usitc.gov/,False
2002-11,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,53193368,589474906,53193368,589474906,,,https://dataweb.usitc.gov/,False
2002-11,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,104100988,1304056072,104100988,1304056072,,,https://dataweb.usitc.gov/,False
2002-12,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,371366704,4039309690,371366704,4039309690,,,https://dataweb.usitc.gov/,False
2002-12,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,45342395,634817301,45342395,634817301,,,https://dataweb.usitc.gov/,False
2002-12,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,80780362,1384836434,80780362,1384836434,,,https://dataweb.usitc.gov/,False
2003-01,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,388171989,388171989,388171989,388171989,,,https://dataweb.usitc.gov/,False
2003-01,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,45795483,45795483,45795483,45795483,,,https://dataweb.usitc.gov/,False
2003-01,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,84550728,84550728,84550728,84550728,,,https://dataweb.usitc.gov/,False
2003-02,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,344889167,733061156,344889167,733061156,,,https://dataweb.usitc.gov/,False
2003-02,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,62941417,108736900,62941417,108736900,,,https://dataweb.usitc.gov/,False
2003-02,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,86601797,171152525,86601797,171152525,,,https://dataweb.usitc.gov/,False
2003-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,230220613,963281769,230220613,963281769,,,https://dataweb.usitc.gov/,False
2003-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,42075043,150811943,42075043,150811943,,,https://dataweb.usitc.gov/,False
2003-03,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,99720163,270872688,99720163,270872688,,,https://dataweb.usitc.gov/,False
2003-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,339124592,1302406361,339124592,1302406361,,,https://dataweb.usitc.gov/,False
2003-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,106648361,257460304,106648361,257460304,,,https://dataweb.usitc.gov/,False
2003-04,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,120309628,391182316,120309628,391182316,,,https://dataweb.usitc.gov/,False
2003-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,270318846,1572725207,270318846,1572725207,,,https://dataweb.usitc.gov/,False
2003-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,50107873,307568177,50107873,307568177,,,https://dataweb.usitc.gov/,False
2003-05,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,67947815,459130131,67947815,459130131,,,https://dataweb.usitc.gov/,False
2003-06,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,345775800,1918501007,345775800,1918501007,,,https://dataweb.usitc.gov/,False
2003-06,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,60079959,367648136,60079959,367648136,,,https://dataweb.usitc.gov/,False
2003-06,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,90144956,549275087,90144956,549275087,,,https://dataweb.usitc.gov/,False
2003-07,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,345384210,2263885217,345384210,2263885217,,,https://dataweb.usitc.gov/,False
2003-07,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,52973868,420622004,52973868,420622004,,,https://dataweb.usitc.gov/,False
2003-07,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,77290800,626565887,77290800,626565887,,,https://dataweb.usitc.gov/,False
2003-08,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,297698004,2561583221,297698004,2561583221,,,https://dataweb.usitc.gov/,False
2003-08,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,48876781,469498785,48876781,469498785,,,https://dataweb.usitc.gov/,False
2003-08,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,104870075,731435962,104870075,731435962,,,https://dataweb.usitc.gov/,False
2003-09,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,275082515,2836665736,275082515,2836665736,,,https://dataweb.usitc.gov/,False
2003-09,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,55671679,525170464,55671679,525170464,,,https://dataweb.usitc.gov/,False
2003-09,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,76643284,808079246,76643284,808079246,,,https://dataweb.usitc.gov/,False
2003-10,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,721968769,3558634505,721968769,3558634505,,,https://dataweb.usitc.gov/,False
2003-10,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,59415114,584585578,59415114,584585578,,,https://dataweb.usitc.gov/,False
2003-10,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,71231374,879310620,71231374,879310620,,,https://dataweb.usitc.gov/,False
2003-11,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,281586370,3840220875,281586370,3840220875,,,https://dataweb.usitc.gov/,False
2003-11,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,53197205,637782783,53197205,637782783,,,https://dataweb.usitc.gov/,False
2003-11,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,70805274,950115894,70805274,950115894,,,https://dataweb.usitc.gov/,False
2003-12,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,392305181,4232526056,392305181,4232526056,,,https://dataweb.usitc.gov/,False
2003-12,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,35880654,673663437,35880654,673663437,,,https://dataweb.usitc.gov/,False
2003-12,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,70749993,1020865887,70749993,1020865887,,,https://dataweb.usitc.gov/,False
2004-01,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,314699826,314699826,314699826,314699826,,,https://dataweb.usitc.gov/,False
2004-01,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,26689472,26689472,26689472,26689472,,,https://dataweb.usitc.gov/,False
2004-01,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,71439077,71439077,71439077,71439077,,,https://dataweb.usitc.gov/,False
2004-02,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,356649460,671349286,356649460,671349286,,,https://dataweb.usitc.gov/,False
2004-02,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,41343570,68033042,41343570,68033042,,,https://dataweb.usitc.gov/,False
2004-02,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,77071543,148510620,77071543,148510620,,,https://dataweb.usitc.gov/,False
2004-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,389556242,1060905528,389556242,1060905528,,,https://dataweb.usitc.gov/,False
2004-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,60724486,128757528,60724486,128757528,,,https://dataweb.usitc.gov/,False
2004-03,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,94212567,242723187,94212567,242723187,,,https://dataweb.usitc.gov/,False
2004-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,272410160,1333315688,272410160,1333315688,,,https://dataweb.usitc.gov/,False
2004-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,38952815,167710343,38952815,167710343,,,https://dataweb.usitc.gov/,False
2004-04,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,138920529,381643716,138920529,381643716,,,https://dataweb.usitc.gov/,False
2004-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,285738047,1619053735,285738047,1619053735,,,https://dataweb.usitc.gov/,False
2004-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,95727243,263437586,95727243,263437586,,,https://dataweb.usitc.gov/,False
2004-05,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,196465386,578109102,196465386,578109102,,,https://dataweb.usitc.gov/,False
2004-06,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,288888065,1907941800,288888065,1907941800,,,https://dataweb.usitc.gov/,False
2004-06,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,60677354,324114940,60677354,324114940,,,https://dataweb.usitc.gov/,False
2004-06,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,162606404,740715506,162606404,740715506,,,https://dataweb.usitc.gov/,False
2004-07,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,253837488,2161779288,253837488,2161779288,,,https://dataweb.usitc.gov/,False
2004-07,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,101199869,425314809,101199869,425314809,,,https://dataweb.usitc.gov/,False
2004-07,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,102196381,842911887,102196381,842911887,,,https://dataweb.usitc.gov/,False
2004-08,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,325615761,2487395049,325615761,2487395049,,,https://dataweb.usitc.gov/,False
2004-08,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,100234193,525549002,100234193,525549002,,,https://dataweb.usitc.gov/,False
2004-08,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,139721779,982633666,139721779,982633666,,,https://dataweb.usitc.gov/,False
2004-09,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,298540780,2785935829,298540780,2785935829,,,https://dataweb.usitc.gov/,False
2004-09,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,70402590,595951592,70402590,595951592,,,https://dataweb.usitc.gov/,False
2004-09,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,119758826,1102392492,119758826,1102392492,,,https://dataweb.usitc.gov/,False
2004-10,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,309626811,3095562640,309626811,3095562640,,,https://dataweb.usitc.gov/,False
2004-10,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,55863189,651814781,55863189,651814781,,,https://dataweb.usitc.gov/,False
2004-10,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,185234374,1287626866,185234374,1287626866,,,https://dataweb.usitc.gov/,False
2004-11,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,325430541,3420993181,325430541,3420993181,,,https://dataweb.usitc.gov/,False
2004-11,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,62640244,714455025,62640244,714455025,,,https://dataweb.usitc.gov/,False
2004-11,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,95337479,1382964345,95337479,1382964345,,,https://dataweb.usitc.gov/,False
2004-12,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,332767641,3753760822,332767641,3753760822,,,https://dataweb.usitc.gov/,False
2004-12,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,42015977,756471002,42015977,756471002,,,https://dataweb.usitc.gov/,False
2004-12,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,110654655,1493619000,110654655,1493619000,,,https://dataweb.usitc.gov/,False
2005-01,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,375343153,375343153,375343153,375343153,,,https://dataweb.usitc.gov/,False
2005-01,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,33327024,33327024,33327024,33327024,,,https://dataweb.usitc.gov/,False
2005-01,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,97131011,97131011,97131011,97131011,,,https://dataweb.usitc.gov/,False
2005-02,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,341255954,716599107,341255954,716599107,,,https://dataweb.usitc.gov/,False
2005-02,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,37780876,71107900,37780876,71107900,,,https://dataweb.usitc.gov/,False
2005-02,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,162550412,259681423,162550412,259681423,,,https://dataweb.usitc.gov/,False
2005-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,363066044,1079665151,363066044,1079665151,,,https://dataweb.usitc.gov/,False
2005-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,80236957,151344857,80236957,151344857,,,https://dataweb.usitc.gov/,False
2005-03,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,114591552,374272975,114591552,374272975,,,https://dataweb.usitc.gov/,False
2005-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,362844721,1442509872,362844721,1442509872,,,https://dataweb.usitc.gov/,False
2005-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,40845671,192190528,40845671,192190528,,,https://dataweb.usitc.gov/,False
2005-04,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,118487027,492760002,118487027,492760002,,,https://dataweb.usitc.gov/,False
2005-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,266381910,1708891782,266381910,1708891782,,,https://dataweb.usitc.gov/,False
2005-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,64649633,256840161,64649633,256840161,,,https://dataweb.usitc.gov/,False
2005-05,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,116552402,609312404,116552402,609312404,,,https://dataweb.usitc.gov/,False
2005-06,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,353617628,2062509410,353617628,2062509410,,,https://dataweb.usitc.gov/,False
2005-06,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,99117214,355957375,99117214,355957375,,,https://dataweb.usitc.gov/,False
2005-06,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,196452154,805764558,196452154,805764558,,,https://dataweb.usitc.gov/,False
2005-07,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,355366283,2417875693,355366283,2417875693,,,https://dataweb.usitc.gov/,False
2005-07,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,134261504,490218879,134261504,490218879,,,https://dataweb.usitc.gov/,False
2005-07,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,77895029,883659587,77895029,883659587,,,https://dataweb.usitc.gov/,False
2005-08,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,374906748,2792782441,374906748,2792782441,,,https://dataweb.usitc.gov/,False
2005-08,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,108863779,599082658,108863779,599082658,,,https://dataweb.usitc.gov/,False
2005-08,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,105917357,989576944,105917357,989576944,,,https://dataweb.usitc.gov/,False
2005-09,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,291510705,3084293146,291510705,3084293146,,,https://dataweb.usitc.gov/,False
2005-09,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,101511678,700594336,101511678,700594336,,,https://dataweb.usitc.gov/,False
2005-09,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,102483358,1092060302,102483358,1092060302,,,https://dataweb.usitc.gov/,False
2005-10,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,315301330,3399594476,315301330,3399594476,,,https://dataweb.usitc.gov/,False
2005-10,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,65273406,765867742,65273406,765867742,,,https://dataweb.usitc.gov/,False
2005-10,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,146204055,1238264357,146204055,1238264357,,,https://dataweb.usitc.gov/,False
2005-11,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,416895704,3816490180,416895704,3816490180,,,https://dataweb.usitc.gov/,False
2005-11,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,51560012,817427754,51560012,817427754,,,https://dataweb.usitc.gov/,False
2005-11,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,117150297,1355414654,117150297,1355414654,,,https://dataweb.usitc.gov/,False
2005-12,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,360658851,4177149031,360658851,4177149031,,,https://dataweb.usitc.gov/,False
2005-12,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,57461462,874889216,57461462,874889216,,,https://dataweb.usitc.gov/,False
2005-12,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,125241238,1480655892,125241238,1480655892,,,https://dataweb.usitc.gov/,False
2006-01,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,435949732,435949732,435949732,435949732,,,https://dataweb.usitc.gov/,False
2006-01,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,78292212,78292212,78292212,78292212,,,https://dataweb.usitc.gov/,False
2006-01,total_export,7106,"Silver, unwrought/semimanufactured/powder",component grams,37071654,37071654,37071654,37071654,,,https://dataweb.usitc.gov/,False
2006-01,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,111646029,111646029,111646029,111646029,,,https://dataweb.usitc.gov/,False
2006-02,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,368992165,804941897,368992165,804941897,,,https://dataweb.usitc.gov/,False
2006-02,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,96264200,174556412,96264200,174556412,,,https://dataweb.usitc.gov/,False
2006-02,total_export,7106,"Silver, unwrought/semimanufactured/powder",component grams,17212037,54283691,17212037,54283691,,,https://dataweb.usitc.gov/,False
2006-02,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,129803903,241449932,129803903,241449932,,,https://dataweb.usitc.gov/,False
2006-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,410117731,1215059628,410117731,1215059628,,,https://dataweb.usitc.gov/,False
2006-03,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,78244884,252801296,78244884,252801296,,,https://dataweb.usitc.gov/,False
2006-03,total_export,7106,"Silver, unwrought/semimanufactured/powder",component grams,159064543,213348234,159064543,213348234,,,https://dataweb.usitc.gov/,False
2006-03,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,171028066,412477998,171028066,412477998,,,https://dataweb.usitc.gov/,False
2006-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,378197902,1593257530,378197902,1593257530,,,https://dataweb.usitc.gov/,False
2006-04,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,59007762,311809058,59007762,311809058,,,https://dataweb.usitc.gov/,False
2006-04,total_export,7106,"Silver, unwrought/semimanufactured/powder",component grams,209474666,422822900,209474666,422822900,,,https://dataweb.usitc.gov/,False
2006-04,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,194059496,606537494,194059496,606537494,,,https://dataweb.usitc.gov/,False
2006-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",component grams,306152279,1899409809,306152279,1899409809,,,https://dataweb.usitc.gov/,False
2006-05,general_import,7106,"Silver, unwrought/semimanufactured/powder",grams,64968320,376777378,64968320,376777378,,,https://dataweb.usitc.gov/,False
2006-05,total_export,7106,"Silver, unwrought/semimanufactured/powder",component grams,589884027,1012706927,589884027,1012706927,,,https://dataweb.usitc.gov/,False
2006-05,total_export,7106,"Silver, unwrought/semimanufactured/powder",grams,228248291,834785785,228248291,834785785,,,https://dataweb.usitc.gov/,False
