period,import_tonnes,domestic_export_tonnes,reexport_tonnes,export_tonnes,net_import_tonnes,import_value_usd,export_value_usd,ytd_import_tonnes,ytd_domestic_export_tonnes,ytd_reexport_tonnes,ytd_export_tonnes,ytd_net_import_tonnes,ytd_import_value_usd,ytd_export_value_usd
2022-04,788.317641,,,153.691247,634.626394,,,2388.484519,,,810.526972,1577.957547,,
2022-05,672.351629,,,173.373939,498.97769,,,3060.836148,,,983.900911,2076.935237,,
2022-06,771.270002,,,176.823291,594.446711,,,3832.10615,,,1160.724202,2671.381948,,
2022-07,679.969331,,,191.653412,488.315919,,,4512.075481,,,1352.377614,3159.697867,,
2022-08,524.49648,,,155.603598,368.892882,,,5036.571961,,,1507.981212,3528.590749,,
2022-09,641.365055,,,235.759586,405.605469,,,5677.937016,,,1743.740798,3934.196218,,
2022-10,453.732216,,,214.145128,239.587088,,,6131.669232,,,1957.885926,4173.783306,,
2022-11,539.896366,,,205.748793,334.147573,,,6671.565598,,,2163.634719,4507.930879,,
2022-12,710.735785,,,173.866514,536.869271,,,7382.301383,,,2337.501233,5044.80015,,
2023-01,545.641001,,,196.650438,348.990563,,,545.641001,,,196.650438,348.990563,,
2023-02,478.133778,,,93.001831,385.131947,,,1023.774779,,,289.652269,734.12251,,
2023-03,604.384577,,,191.050061,413.334516,,,1628.159356,,,480.70233,1147.457026,,
2023-04,505.051327,,,237.402359,267.648968,,,2133.210683,,,718.104689,1415.105994,,
2023-05,1176.741069,,,127.604179,1049.13689,,,3309.951752,,,845.708868,2464.242884,,
2023-06,719.432928,,,140.0495,579.383428,,,4029.38468,,,985.758368,3043.626312,,
2023-07,623.315755,,,127.960876,495.354879,,,4652.700435,,,1113.719244,3538.981191,,
2023-08,743.953145,,,173.410868,570.542277,,,5396.65358,,,1287.130112,4109.523468,,
2023-09,618.136815,,,122.881008,495.255807,,,6014.790395,,,1410.01112,4604.779275,,
2023-10,515.616602,,,106.997641,408.618961,,,6530.406997,,,1517.008761,5013.398236,,
2023-11,490.585813,,,108.247453,382.33836,,,7020.99281,,,1625.256214,5395.736596,,
2023-12,773.377099,,,100.989781,672.387318,,,7794.369909,,,1726.245995,6068.123914,,
2024-01,446.801029,,,86.567963,360.233066,,,446.801029,,,86.567963,360.233066,,
2024-02,366.503766,,,106.750267,259.753499,,,813.304795,,,193.31823,619.986565,,
2024-03,472.377132,,,98.064437,374.312695,,,1285.681927,,,291.382667,994.29926,,
2024-04,542.889677,,,142.652877,400.2368,,,1828.571604,,,434.035544,1394.53606,,
2024-05,547.240451,,,99.551193,447.689258,,,2375.812055,,,533.586737,1842.225318,,
2024-06,489.805153,,,148.323661,341.481492,,,2865.617208,,,681.910398,2183.70681,,
2024-07,497.672423,,,93.071111,404.601312,,,3363.289631,,,774.981509,2588.308122,,
2024-08,424.290865,,,133.253265,291.0376,,,3787.580496,,,908.234774,2879.345722,,
2024-09,524.980138,,,194.935237,330.044901,,,4312.560634,,,1103.170011,3209.390623,,
2024-10,456.016127,,,131.014829,325.001298,,,4768.576761,,,1234.18484,3534.391921,,
2024-11,402.286108,,,141.819048,260.46706,,,5170.862869,,,1376.003888,3794.858981,,
2024-12,641.10673,,,94.0718,547.03493,,,5811.969599,,,1470.075688,4341.893911,,
2025-01,929.760112,,,95.020521,834.739591,,,929.760112,,,95.020521,834.739591,,
2025-02,1274.732566,,,79.634572,1195.097994,,,2204.492678,,,174.655093,2029.837585,,
2025-03,1354.676853,,,109.082502,1245.594351,,,3559.169531,,,283.737595,3275.431936,,
2025-04,585.795885,,,411.272651,174.523234,,,4144.965416,,,695.010246,3449.95517,,
2025-05,443.389387,,,483.428778,-40.039391,,,4588.354803,,,1178.439024,3409.915779,,
2025-06,448.382821,,,348.82243,99.560391,,,5036.737624,,,1527.261454,3509.47617,,
2025-07,663.398187,,,270.265352,393.132835,,,5700.135811,,,1797.526806,3902.609005,,
2025-08,392.548944,,,142.426786,250.122158,,,6092.684755,,,1939.953592,4152.731163,,
2025-09,479.025771,,,209.693361,269.33241,,,6571.710526,,,2149.646953,4422.063573,,
2025-10,282.811943,,,2349.314008,-2066.502065,,,6854.522469,,,4498.960961,2355.561508,,
2025-11,206.519303,,,790.532736,-584.013433,,,7061.041772,,,5289.493697,1771.548075,,
2025-12,374.85935,,,496.491403,-121.632053,,,7435.901122,,,5785.9851,1649.916022,,
2026-01,326.889984,,,1666.389145,-1339.499161,,,326.889984,,,1666.389145,-1339.499161,,
2026-02,336.223444,,,1786.716885,-1450.493441,,,663.113428,,,3453.10603,-2789.992602,,
2026-03,374.566482,,,1251.041821,-876.475339,,,1037.67991,,,4704.147851,-3666.467941,,
2026-04,360.442956,,,643.519933,-283.076977,,,1398.122866,,,5347.667784,-3949.544918,,
2026-05,416.094156,,,255.717055,160.377101,,,1814.217022,,,5603.384839,-3789.167817,,
