DATE,INSTRUMENTID,RANK,PARTICIPANTABBR1,CJ1,CJ1_CHG,PARTICIPANTABBR2,CJ2,CJ2_CHG,PARTICIPANTABBR3,CJ3,CJ3_CHG,PRODUCTNAME
20260113,agall,-1,期货公司会员/境外特殊经纪参与者,4747509,-190854,期货公司会员/境外特殊经纪参与者,699741,3914,期货公司会员/境外特殊经纪参与者,568190,-4165,白银
20260113,agall,0,非期货公司会员/境外特殊非经纪参与者,17763,6602,非期货公司会员/境外特殊非经纪参与者,18593,-360,非期货公司会员/境外特殊非经纪参与者,150144,7719,白银
20260113,ag2601,1,海证期货  ,90,90,中信期货  ,850,0,海证期货  ,308,-78,白银
20260113,ag2601,2,东证期货  ,84,84,广发期货  ,184,-24,国泰君安  ,302,0,白银
20260113,ag2601,3,广发期货  ,24,-8,五矿期货  ,144,16,山金期货  ,194,0,白银
20260113,ag2601,4,中银期货  ,22,-6,中银期货  ,68,2,国投期货  ,156,0,白银
20260113,ag2601,5,五矿期货  ,16,-88,国泰君安  ,46,-2,金瑞期货  ,118,0,白银
20260113,ag2601,6,浙商期货  ,16,-12,铜冠金源  ,28,-2,建信期货  ,110,0,白银
20260113,ag2601,7,银河期货  ,14,-6,中财期货  ,22,-12,渤海期货  ,62,0,白银
20260113,ag2601,8,光大期货  ,12,0,国投期货  ,12,0,南华期货  ,44,0,白银
20260113,ag2601,9,中财期货  ,12,12,浙商期货  ,4,4,国元期货  ,28,0,白银
20260113,ag2601,10,申万期货  ,4,0,融达期货  ,4,0,兴业期货  ,20,0,白银
20260113,ag2601,11,创元期货  ,4,-24,海证期货  ,2,0,中信期货  ,14,0,白银
20260113,ag2601,12,国泰君安  ,2,-26,东证期货  ,2,-84,中信建投  ,10,0,白银
20260113,ag2601,13,铜冠金源  ,2,2,徽商期货  ,2,0,浙商期货  ,4,0,白银
20260113,ag2601,14,东亚期货  ,2,0,大有期货  ,2,0,,,,白银
20260113,ag2601,999,,304,18,,1370,-102,,1370,-78,白银
20260113,ag2602,1,中信期货  ,26724,-5722,中信期货  ,9185,-466,中信期货  ,6904,-1562,白银
20260113,ag2602,2,东证期货  ,23263,842,国泰君安  ,5088,-629,金瑞期货  ,5068,-144,白银
20260113,ag2602,3,华泰期货  ,18623,-4337,东证期货  ,4348,-2124,齐盛期货  ,3182,-223,白银
20260113,ag2602,4,国泰君安  ,17343,-13136,广发期货  ,3725,-506,五矿期货  ,2703,-24,白银
20260113,ag2602,5,广发期货  ,14020,-1817,银河期货  ,3433,-528,平安期货  ,2579,199,白银
20260113,ag2602,6,中泰期货  ,12216,-3863,平安期货  ,1777,-25,银河期货  ,2494,-647,白银
20260113,ag2602,7,国信期货  ,10557,-3047,永安期货  ,1773,-87,国泰君安  ,2209,-262,白银
