品种,日期,仓库代码,仓库名称,昨日仓单,今日注册,今日注销,今日仓单,增减
钯,20260622,201,外运华东上海虹桥,500,0,0,500,0
钯,20260622,202,深圳威豹,4106,0,16,4090,-16
钯,20260622,204,贵研易门,100,0,0,100,0
钯,20260622,205,中博世金,104,0,0,104,0
钯,20260622,206,浩通科技,35,0,0,35,0
钯,20260622,207,贺利氏,10,0,0,10,0
钯,20260622,209,湖南百德金,5,0,0,5,0
钯,20260622,211,励福江门,5,0,0,5,0
铂,20260623,200,中工美上海虹桥,775,0,0,775,0
铂,20260623,201,外运华东上海虹桥,119,0,0,119,0
铂,20260623,202,深圳威豹,1636,0,0,1636,0
铂,20260623,204,贵研易门,20,0,0,20,0
铂,20260623,205,中博世金,2076,0,160,1916,-160
铂,20260623,206,浩通科技,190,0,0,190,0
铂,20260623,207,贺利氏,10,0,0,10,0
铂,20260623,208,英特派,267,0,0,267,0
铂,20260623,209,湖南百德金,5,0,0,5,0
铂,20260623,211,励福江门,2,0,0,2,0
钯,20260623,001,中储吴淞,10,0,0,10,0
钯,20260623,200,中工美上海虹桥,407,0,0,407,0
钯,20260623,201,外运华东上海虹桥,500,0,0,500,0
钯,20260623,202,深圳威豹,4090,0,35,4055,-35
钯,20260623,204,贵研易门,100,0,0,100,0
钯,20260623,205,中博世金,104,0,0,104,0
钯,20260623,206,浩通科技,35,0,0,35,0
钯,20260623,207,贺利氏,10,0,0,10,0
钯,20260623,209,湖南百德金,5,0,0,5,0
钯,20260623,211,励福江门,5,0,0,5,0
铂,20260624,200,中工美上海虹桥,775,0,0,775,0
铂,20260624,201,外运华东上海虹桥,119,0,0,119,0
铂,20260624,202,深圳威豹,1636,0,15,1621,-15
铂,20260624,204,贵研易门,20,0,0,20,0
铂,20260624,205,中博世金,1916,0,110,1806,-110
铂,20260624,206,浩通科技,190,0,0,190,0
铂,20260624,207,贺利氏,10,0,0,10,0
铂,20260624,208,英特派,267,0,0,267,0
铂,20260624,209,湖南百德金,5,0,0,5,0
铂,20260624,211,励福江门,2,0,0,2,0
钯,20260624,001,中储吴淞,10,0,0,10,0
钯,20260624,200,中工美上海虹桥,407,0,0,407,0
钯,20260624,201,外运华东上海虹桥,500,0,0,500,0
钯,20260624,202,深圳威豹,4055,0,0,4055,0
钯,20260624,204,贵研易门,100,0,0,100,0
钯,20260624,205,中博世金,104,0,0,104,0
钯,20260624,206,浩通科技,35,0,0,35,0
钯,20260624,207,贺利氏,10,0,0,10,0
钯,20260624,209,湖南百德金,5,0,0,5,0
钯,20260624,211,励福江门,5,0,0,5,0
铂,20260625,200,中工美上海虹桥,775,0,0,775,0
铂,20260625,201,外运华东上海虹桥,119,0,0,119,0
铂,20260625,202,深圳威豹,1621,0,0,1621,0
铂,20260625,204,贵研易门,20,0,20,0,-20
铂,20260625,205,中博世金,1806,0,15,1791,-15
铂,20260625,206,浩通科技,190,0,0,190,0
铂,20260625,207,贺利氏,10,0,0,10,0
铂,20260625,208,英特派,267,0,0,267,0
铂,20260625,209,湖南百德金,5,0,0,5,0
铂,20260625,211,励福江门,2,0,0,2,0
钯,20260625,001,中储吴淞,10,0,0,10,0
钯,20260625,200,中工美上海虹桥,407,0,0,407,0
钯,20260625,201,外运华东上海虹桥,500,0,0,500,0
钯,20260625,202,深圳威豹,4055,0,7,4048,-7
钯,20260625,204,贵研易门,100,0,0,100,0
钯,20260625,205,中博世金,104,0,0,104,0
钯,20260625,206,浩通科技,35,0,0,35,0
钯,20260625,207,贺利氏,10,0,0,10,0
钯,20260625,209,湖南百德金,5,0,0,5,0
钯,20260625,211,励福江门,5,0,0,5,0
铂,20260626,200,中工美上海虹桥,775,0,0,775,0
铂,20260626,201,外运华东上海虹桥,119,0,0,119,0
铂,20260626,202,深圳威豹,1621,0,6,1615,-6
铂,20260626,205,中博世金,1791,0,0,1791,0
铂,20260626,206,浩通科技,190,0,0,190,0
铂,20260626,207,贺利氏,10,0,0,10,0
铂,20260626,208,英特派,267,0,0,267,0
铂,20260626,209,湖南百德金,5,0,0,5,0
铂,20260626,211,励福江门,2,0,0,2,0
钯,20260626,001,中储吴淞,10,0,0,10,0
钯,20260626,200,中工美上海虹桥,407,0,0,407,0
钯,20260626,201,外运华东上海虹桥,500,0,0,500,0
钯,20260626,202,深圳威豹,4048,0,86,3962,-86
钯,20260626,204,贵研易门,100,0,0,100,0
钯,20260626,205,中博世金,104,0,0,104,0
钯,20260626,206,浩通科技,35,0,0,35,0
钯,20260626,207,贺利氏,10,0,0,10,0
钯,20260626,209,湖南百德金,5,0,0,5,0
钯,20260626,211,励福江门,5,0,0,5,0
铂,20260629,200,中工美上海虹桥,775,0,0,775,0
铂,20260629,201,外运华东上海虹桥,119,0,0,119,0
铂,20260629,202,深圳威豹,1615,0,0,1615,0
铂,20260629,205,中博世金,1791,850,80,2561,770
铂,20260629,206,浩通科技,190,0,20,170,-20
铂,20260629,207,贺利氏,10,0,0,10,0
铂,20260629,208,英特派,267,0,0,267,0
铂,20260629,209,湖南百德金,5,0,0,5,0
铂,20260629,211,励福江门,2,0,0,2,0
钯,20260629,001,中储吴淞,10,0,0,10,0
钯,20260629,200,中工美上海虹桥,407,0,0,407,0
钯,20260629,201,外运华东上海虹桥,500,0,0,500,0
钯,20260629,202,深圳威豹,3962,0,0,3962,0
钯,20260629,204,贵研易门,100,0,0,100,0
钯,20260629,205,中博世金,104,0,0,104,0
钯,20260629,206,浩通科技,35,0,0,35,0
钯,20260629,207,贺利氏,10,0,0,10,0
钯,20260629,209,湖南百德金,5,0,0,5,0
钯,20260629,211,励福江门,5,0,0,5,0
铂,20260630,200,中工美上海虹桥,775,0,0,775,0
铂,20260630,201,外运华东上海虹桥,119,0,0,119,0
铂,20260630,202,深圳威豹,1615,0,14,1601,-14
铂,20260630,205,中博世金,2561,0,10,2551,-10
铂,20260630,206,浩通科技,170,0,10,160,-10
铂,20260630,207,贺利氏,10,0,0,10,0
铂,20260630,208,英特派,267,0,0,267,0
铂,20260630,209,湖南百德金,5,0,0,5,0
铂,20260630,211,励福江门,2,0,0,2,0
钯,20260630,001,中储吴淞,10,0,0,10,0
钯,20260630,200,中工美上海虹桥,407,0,0,407,0
钯,20260630,201,外运华东上海虹桥,500,0,0,500,0
钯,20260630,202,深圳威豹,3962,0,0,3962,0
钯,20260630,204,贵研易门,100,0,0,100,0
钯,20260630,205,中博世金,104,0,0,104,0
钯,20260630,206,浩通科技,35,0,0,35,0
钯,20260630,207,贺利氏,10,0,0,10,0
钯,20260630,209,湖南百德金,5,0,0,5,0
钯,20260630,211,励福江门,5,0,0,5,0
铂,20260701,200,中工美上海虹桥,775,0,0,775,0
铂,20260701,201,外运华东上海虹桥,119,0,0,119,0
铂,20260701,202,深圳威豹,1601,0,11,1590,-11
铂,20260701,205,中博世金,2551,0,58,2493,-58
铂,20260701,206,浩通科技,160,0,0,160,0
铂,20260701,207,贺利氏,10,0,0,10,0
铂,20260701,208,英特派,267,0,0,267,0
铂,20260701,209,湖南百德金,5,0,0,5,0
铂,20260701,211,励福江门,2,0,0,2,0
钯,20260701,001,中储吴淞,10,0,0,10,0
钯,20260701,200,中工美上海虹桥,407,0,0,407,0
钯,20260701,201,外运华东上海虹桥,500,0,0,500,0
钯,20260701,202,深圳威豹,3962,0,4,3958,-4
钯,20260701,204,贵研易门,100,0,0,100,0
钯,20260701,205,中博世金,104,0,0,104,0
钯,20260701,206,浩通科技,35,0,0,35,0
钯,20260701,207,贺利氏,10,0,0,10,0
钯,20260701,209,湖南百德金,5,0,0,5,0
钯,20260701,211,励福江门,5,0,0,5,0
铂,20260702,200,中工美上海虹桥,775,0,0,775,0
铂,20260702,201,外运华东上海虹桥,119,0,0,119,0
铂,20260702,202,深圳威豹,1590,0,4,1586,-4
铂,20260702,205,中博世金,2493,0,4,2489,-4
铂,20260702,206,浩通科技,160,0,0,160,0
铂,20260702,207,贺利氏,10,0,0,10,0
铂,20260702,208,英特派,267,0,0,267,0
铂,20260702,209,湖南百德金,5,0,0,5,0
铂,20260702,211,励福江门,2,0,0,2,0
钯,20260702,001,中储吴淞,10,0,0,10,0
钯,20260702,200,中工美上海虹桥,407,0,0,407,0
钯,20260702,201,外运华东上海虹桥,500,0,0,500,0
钯,20260702,202,深圳威豹,3958,0,44,3914,-44
钯,20260702,204,贵研易门,100,0,0,100,0
钯,20260702,205,中博世金,104,0,28,76,-28
钯,20260702,206,浩通科技,35,0,0,35,0
钯,20260702,207,贺利氏,10,0,8,2,-8
钯,20260702,209,湖南百德金,5,0,0,5,0
钯,20260702,211,励福江门,5,0,0,5,0
铂,20260703,200,中工美上海虹桥,775,0,0,775,0
铂,20260703,201,外运华东上海虹桥,119,0,0,119,0
铂,20260703,202,深圳威豹,1586,0,0,1586,0
铂,20260703,205,中博世金,2489,0,0,2489,0
铂,20260703,206,浩通科技,160,0,0,160,0
铂,20260703,207,贺利氏,10,0,0,10,0
铂,20260703,208,英特派,267,0,0,267,0
铂,20260703,209,湖南百德金,5,0,0,5,0
铂,20260703,211,励福江门,2,0,0,2,0
钯,20260703,001,中储吴淞,10,0,0,10,0
钯,20260703,200,中工美上海虹桥,407,150,0,557,150
钯,20260703,201,外运华东上海虹桥,500,0,0,500,0
钯,20260703,202,深圳威豹,3914,39,33,3920,6
钯,20260703,204,贵研易门,100,0,0,100,0
钯,20260703,205,中博世金,76,0,0,76,0
钯,20260703,206,浩通科技,35,0,0,35,0
钯,20260703,207,贺利氏,2,0,0,2,0
钯,20260703,209,湖南百德金,5,0,0,5,0
钯,20260703,211,励福江门,5,0,0,5,0
铂,20260706,200,中工美上海虹桥,775,0,0,775,0
铂,20260706,201,外运华东上海虹桥,119,0,0,119,0
铂,20260706,202,深圳威豹,1586,0,0,1586,0
铂,20260706,205,中博世金,2489,0,15,2474,-15
铂,20260706,206,浩通科技,160,0,0,160,0
铂,20260706,207,贺利氏,10,0,0,10,0
铂,20260706,208,英特派,267,0,0,267,0
铂,20260706,209,湖南百德金,5,0,0,5,0
铂,20260706,211,励福江门,2,0,0,2,0
钯,20260706,001,中储吴淞,10,0,0,10,0
钯,20260706,200,中工美上海虹桥,557,0,0,557,0
钯,20260706,201,外运华东上海虹桥,500,0,0,500,0
钯,20260706,202,深圳威豹,3920,61,12,3969,49
钯,20260706,204,贵研易门,100,0,0,100,0
钯,20260706,205,中博世金,76,0,0,76,0
钯,20260706,206,浩通科技,35,0,0,35,0
钯,20260706,207,贺利氏,2,0,0,2,0
钯,20260706,209,湖南百德金,5,0,0,5,0
钯,20260706,211,励福江门,5,0,0,5,0
铂,20260707,200,中工美上海虹桥,775,0,0,775,0
铂,20260707,201,外运华东上海虹桥,119,0,0,119,0
铂,20260707,202,深圳威豹,1586,0,0,1586,0
铂,20260707,205,中博世金,2474,0,30,2444,-30
铂,20260707,206,浩通科技,160,0,0,160,0
铂,20260707,207,贺利氏,10,0,0,10,0
铂,20260707,208,英特派,267,0,0,267,0
铂,20260707,209,湖南百德金,5,0,0,5,0
铂,20260707,211,励福江门,2,0,0,2,0
钯,20260707,001,中储吴淞,10,0,0,10,0
钯,20260707,200,中工美上海虹桥,557,0,0,557,0
钯,20260707,201,外运华东上海虹桥,500,0,0,500,0
钯,20260707,202,深圳威豹,3969,173,0,4142,173
钯,20260707,204,贵研易门,100,0,0,100,0
钯,20260707,205,中博世金,76,0,0,76,0
钯,20260707,206,浩通科技,35,0,0,35,0
钯,20260707,207,贺利氏,2,0,0,2,0
钯,20260707,209,湖南百德金,5,0,0,5,0
钯,20260707,211,励福江门,5,0,0,5,0
铂,20260708,200,中工美上海虹桥,775,0,0,775,0
铂,20260708,201,外运华东上海虹桥,119,0,0,119,0
铂,20260708,202,深圳威豹,1586,0,3,1583,-3
铂,20260708,205,中博世金,2444,0,63,2381,-63
铂,20260708,206,浩通科技,160,0,18,142,-18
铂,20260708,207,贺利氏,10,0,0,10,0
铂,20260708,208,英特派,267,0,0,267,0
铂,20260708,209,湖南百德金,5,0,0,5,0
铂,20260708,211,励福江门,2,0,0,2,0
钯,20260708,001,中储吴淞,10,0,0,10,0
钯,20260708,200,中工美上海虹桥,557,0,0,557,0
钯,20260708,201,外运华东上海虹桥,500,0,0,500,0
钯,20260708,202,深圳威豹,4142,183,1,4324,182
钯,20260708,204,贵研易门,100,0,0,100,0
钯,20260708,205,中博世金,76,0,0,76,0
钯,20260708,206,浩通科技,35,0,0,35,0
钯,20260708,207,贺利氏,2,0,0,2,0
钯,20260708,209,湖南百德金,5,0,0,5,0
钯,20260708,211,励福江门,5,0,0,5,0
铂,20260709,200,中工美上海虹桥,775,0,0,775,0
铂,20260709,201,外运华东上海虹桥,119,0,0,119,0
铂,20260709,202,深圳威豹,1583,0,4,1579,-4
铂,20260709,205,中博世金,2381,0,12,2369,-12
铂,20260709,206,浩通科技,142,0,0,142,0
铂,20260709,207,贺利氏,10,0,0,10,0
铂,20260709,208,英特派,267,0,0,267,0
铂,20260709,209,湖南百德金,5,0,0,5,0
铂,20260709,211,励福江门,2,0,0,2,0
钯,20260709,001,中储吴淞,10,0,0,10,0
钯,20260709,200,中工美上海虹桥,557,0,0,557,0
钯,20260709,201,外运华东上海虹桥,500,0,0,500,0
钯,20260709,202,深圳威豹,4324,0,0,4324,0
钯,20260709,204,贵研易门,100,0,0,100,0
钯,20260709,205,中博世金,76,0,0,76,0
钯,20260709,206,浩通科技,35,0,0,35,0
钯,20260709,207,贺利氏,2,0,0,2,0
钯,20260709,209,湖南百德金,5,0,0,5,0
钯,20260709,211,励福江门,5,0,0,5,0
铂,20260710,200,中工美上海虹桥,775,0,0,775,0
铂,20260710,201,外运华东上海虹桥,119,0,0,119,0
铂,20260710,202,深圳威豹,1579,65,15,1629,50
铂,20260710,205,中博世金,2369,0,0,2369,0
铂,20260710,206,浩通科技,142,120,0,262,120
铂,20260710,207,贺利氏,10,0,0,10,0
铂,20260710,208,英特派,267,0,0,267,0
铂,20260710,209,湖南百德金,5,0,0,5,0
铂,20260710,211,励福江门,2,0,0,2,0
钯,20260710,001,中储吴淞,10,0,0,10,0
钯,20260710,200,中工美上海虹桥,557,0,0,557,0
钯,20260710,201,外运华东上海虹桥,500,0,0,500,0
钯,20260710,202,深圳威豹,4324,61,0,4385,61
钯,20260710,204,贵研易门,100,0,0,100,0
钯,20260710,205,中博世金,76,0,0,76,0
钯,20260710,206,浩通科技,35,0,0,35,0
钯,20260710,207,贺利氏,2,0,0,2,0
钯,20260710,209,湖南百德金,5,0,0,5,0
钯,20260710,211,励福江门,5,0,0,5,0
