DATE,INSTRUMENTID,RANK,PARTICIPANTABBR1,CJ1,CJ1_CHG,PARTICIPANTABBR2,CJ2,CJ2_CHG,PARTICIPANTABBR3,CJ3,CJ3_CHG,PRODUCTNAME
20260114,agall,-1,期货公司会员/境外特殊经纪参与者,5432132,684623,期货公司会员/境外特殊经纪参与者,719881,20140,期货公司会员/境外特殊经纪参与者,579408,11218,白银
20260114,agall,0,非期货公司会员/境外特殊非经纪参与者,17644,-119,非期货公司会员/境外特殊非经纪参与者,18619,26,非期货公司会员/境外特殊非经纪参与者,159092,8948,白银
20260114,ag2601,1,浙商期货  ,168,152,中信期货  ,850,0,海证期货  ,308,0,白银
20260114,ag2601,2,新湖期货  ,92,92,广发期货  ,196,12,国泰君安  ,302,0,白银
20260114,ag2601,3,华安期货  ,66,66,五矿期货  ,152,8,山金期货  ,194,0,白银
20260114,ag2601,4,广发期货  ,28,4,中银期货  ,70,2,国投期货  ,156,0,白银
20260114,ag2601,5,中财期货  ,22,10,华安期货  ,66,66,金瑞期货  ,114,-4,白银
20260114,ag2601,6,兴业期货  ,20,20,国泰君安  ,46,0,建信期货  ,110,0,白银
20260114,ag2601,7,中银期货  ,18,-4,铜冠金源  ,28,0,新湖期货  ,92,92,白银
20260114,ag2601,8,五矿期货  ,8,-8,国投期货  ,12,0,渤海期货  ,62,0,白银
20260114,ag2601,9,东证期货  ,8,-76,浙商期货  ,4,0,南华期货  ,44,0,白银
20260114,ag2601,10,金瑞期货  ,4,4,融达期货  ,4,0,国元期货  ,28,0,白银
20260114,ag2601,11,云晨期货  ,4,4,海证期货  ,2,0,中信期货  ,14,0,白银
20260114,ag2601,12,华泰期货  ,2,2,东证期货  ,2,0,中信建投  ,10,0,白银
20260114,ag2601,13,,,,徽商期货  ,2,0,浙商期货  ,4,0,白银
20260114,ag2601,14,,,,华泰期货  ,2,2,,,,白银
20260114,ag2601,15,,,,大有期货  ,2,0,,,,白银
20260114,ag2601,999,,440,266,,1438,90,,1438,88,白银
20260114,ag2602,1,东证期货  ,24341,1078,中信期货  ,8989,-196,中信期货  ,7028,124,白银
20260114,ag2602,2,国泰君安  ,24246,6903,国泰君安  ,4888,-200,金瑞期货  ,6607,1539,白银
20260114,ag2602,3,中信期货  ,23702,-3022,银河期货  ,3581,148,银河期货  ,2316,-178,白银
20260114,ag2602,4,华泰期货  ,19731,1108,广发期货  ,3491,-234,五矿期货  ,2272,-431,白银
20260114,ag2602,5,中泰期货  ,16166,3950,东证期货  ,3095,-1253,平安期货  ,2214,-365,白银
20260114,ag2602,6,广发期货  ,12486,-1534,信达期货  ,1829,1752,齐盛期货  ,2062,-1120,白银
20260114,ag2602,7,国信期货  ,11309,752,平安期货  ,1598,-179,浙商期货  ,1898,-245,白银
20260114,ag2602,8,银河期货  ,9917,1448,永安期货  ,1465,-308,海通期货  ,1798,329,白银
20260114,ag2602,9,浙商期货  ,9711,-552,南华期货  ,1418,-49,国泰君安  ,1737,-472,白银
20260114,ag2602,10,津投期货  ,8403,-289,光大期货  ,1417,989,广发期货  ,1605,86,白银
20260114,ag2602,11,海通期货  ,7247,-1762,铜冠金源  ,1367,-217,东证期货  ,1590,-199,白银
20260114,ag2602,12,平安期货  ,6195,216,华泰期货  ,1165,-176,国投期货  ,1567,-85,白银
20260114,ag2602,13,国投期货  ,5919,1974,申万期货  ,1124,173,云晨期货  ,1527,-9,白银
20260114,ag2602,14,方正中期  ,4774,409,华鑫期货  ,1085,-312,光大期货  ,1498,-342,白银
20260114,ag2602,15,中信建投  ,4623,25,海通期货  ,1083,-212,华泰期货  ,1488,-310,白银
20260114,ag2602,16,申万期货  ,4498,167,五矿期货  ,1025,-79,中信建投  ,1430,-55,白银
20260114,ag2602,17,东方财富  ,4307,184,中信建投  ,972,26,方正中期  ,1314,-110,白银
20260114,ag2602,18,瑞达期货  ,3955,797,国海良时  ,906,-74,中粮期货  ,1082,10,白银
20260114,ag2602,19,光大期货  ,3948,2236,方正中期  ,860,-221,南华期货  ,984,125,白银
20260114,ag2602,20,南华期货  ,3836,1654,建信期货  ,807,-64,东方财富  ,945,-223,白银
20260114,ag2602,999,,209314,15742,,42165,-686,,42962,-1931,白银
20260114,ag2604,1,国泰君安  ,325216,34925,中信期货  ,30740,-3469,中信期货  ,35534,434,白银
20260114,ag2604,2,中信期货  ,247975,25067,国泰君安  ,30464,2092,国泰君安  ,21943,-2598,白银
20260114,ag2604,3,东证期货  ,107646,7368,华泰期货  ,15272,814,东证期货  ,16292,-4537,白银
20260114,ag2604,4,华泰期货  ,93021,16085,东证期货  ,14913,182,银河期货  ,11737,2069,白银
20260114,ag2604,5,海通期货  ,87056,4969,永安期货  ,14887,1115,金瑞期货  ,9716,-423,白银
20260114,ag2604,6,银河期货  ,83837,9426,银河期货  ,13752,1551,平安期货  ,8556,71,白银
20260114,ag2604,7,广发期货  ,80162,-3662,国投期货  ,11145,149,华泰期货  ,6607,-1366,白银
20260114,ag2604,8,中泰期货  ,66436,9423,海通期货  ,8750,52,五矿期货  ,6492,421,白银
20260114,ag2604,9,南华期货  ,56416,14808,中信建投  ,8611,-488,齐盛期货  ,6254,885,白银
20260114,ag2604,10,中信建投  ,56071,6479,申万期货  ,7819,1627,浙商期货  ,6196,885,白银
20260114,ag2604,11,国信期货  ,53464,-3290,金瑞期货  ,7302,552,广发期货  ,6063,544,白银
20260114,ag2604,12,华闻期货  ,52309,14498,广发期货  ,6998,414,南华期货  ,5985,539,白银
20260114,ag2604,13,方正中期  ,46872,1559,中财期货  ,6012,2296,方正中期  ,5950,302,白银
20260114,ag2604,14,东方财富  ,42922,1313,光大期货  ,5220,210,海通期货  ,5573,-480,白银
20260114,ag2604,15,平安期货  ,39147,5483,一德期货  ,5122,918,乾坤期货  ,5563,669,白银
20260114,ag2604,16,东吴期货  ,36825,5857,瑞达期货  ,5035,-308,中财期货  ,5187,1600,白银
20260114,ag2604,17,徽商期货  ,35311,-1320,国元期货  ,4890,-257,永安期货  ,5112,1196,白银
20260114,ag2604,18,光大期货  ,35179,4978,方正中期  ,4781,-142,云晨期货  ,4749,447,白银
20260114,ag2604,19,申万期货  ,33423,1106,平安期货  ,4750,98,中信建投  ,4731,-341,白银
20260114,ag2604,20,中辉期货  ,29996,4782,东吴期货  ,4501,-1034,中泰期货  ,3866,46,白银
20260114,ag2604,999,,1609284,159854,,210964,6372,,182106,363,白银
20260114,ag2606,1,国泰君安  ,166012,31626,国泰君安  ,12339,788,中信期货  ,17000,1624,白银
20260114,ag2606,2,中信期货  ,139276,4595,中信期货  ,9874,646,东证期货  ,9090,-65,白银
20260114,ag2606,3,广发期货  ,69000,7277,国投期货  ,8448,61,国泰君安  ,8854,3662,白银
