DATE,INSTRUMENTID,RANK,PARTICIPANTABBR1,CJ1,CJ1_CHG,PARTICIPANTABBR2,CJ2,CJ2_CHG,PARTICIPANTABBR3,CJ3,CJ3_CHG,PRODUCTNAME
20260715,agall,-1,期货公司会员/境外特殊经纪参与者,1922738,24858,期货公司会员/境外特殊经纪参与者,469285,6123,期货公司会员/境外特殊经纪参与者,355991,7523,白银
20260715,agall,0,非期货公司会员/境外特殊非经纪参与者,18764,11184,非期货公司会员/境外特殊非经纪参与者,38753,1661,非期货公司会员/境外特殊非经纪参与者,152047,261,白银
20260715,ag2607,1,国泰君安,68,32,华安期货,900,0,中信期货,900,0,白银
20260715,ag2607,2,中原期货,40,36,国泰君安,626,32,格林大华,256,0,白银
20260715,ag2607,3,上海中期,34,34,中信期货,304,0,广发期货,164,0,白银
20260715,ag2607,4,创元期货,16,12,国信期货,222,0,方正中期,140,0,白银
20260715,ag2607,5,一德期货,12,12,中粮期货,184,0,国泰君安,60,0,白银
20260715,ag2607,6,中融汇信,10,10,东海期货,146,0,新湖期货,32,0,白银
20260715,ag2607,7,华泰期货,6,6,紫金天风,124,0,银河期货,28,0,白银
20260715,ag2607,8,申万期货,4,0,华泰期货,100,6,东证期货,2,0,白银
20260715,ag2607,9,宏源期货,4,4,申万期货,76,4,,,,白银
20260715,ag2607,10,国投期货,2,2,中财期货,62,0,,,,白银
20260715,ag2607,11,,,,海证期货,54,0,,,,白银
20260715,ag2607,12,,,,一德期货,42,12,,,,白银
20260715,ag2607,13,,,,招商期货,24,0,,,,白银
20260715,ag2607,14,,,,建信期货,22,0,,,,白银
20260715,ag2607,15,,,,中信建投,20,0,,,,白银
20260715,ag2607,16,,,,上海中期,16,0,,,,白银
20260715,ag2607,17,,,,广发期货,6,0,,,,白银
20260715,ag2607,18,,,,方正中期,4,0,,,,白银
20260715,ag2607,19,,,,瑞达期货,4,0,,,,白银
20260715,ag2607,20,,,,中泰期货,2,0,,,,白银
20260715,ag2607,999,,196,148,,2938,54,,1582,0,白银
20260715,ag2608,1,国泰君安,136914,-11132,国泰君安,15677,24,中信期货,19006,687,白银
20260715,ag2608,2,中信期货,88580,1203,中信期货,13829,-207,国泰君安,12661,372,白银
20260715,ag2608,3,东证期货,46918,797,银河期货,10905,-71,宏源期货,7489,-215,白银
20260715,ag2608,4,华泰期货,42037,-2555,平安期货,8713,-295,华泰期货,7238,-368,白银
20260715,ag2608,5,广发期货,41178,-6021,东证期货,7970,-981,银河期货,6928,-193,白银
20260715,ag2608,6,银河期货,34340,787,方正中期,7068,-129,金瑞期货,6647,74,白银
20260715,ag2608,7,中泰期货,30526,-588,国投期货,6431,-101,东证期货,5995,-885,白银
20260715,ag2608,8,国信期货,27324,-5316,永安期货,5198,160,华鑫期货,5557,-68,白银
20260715,ag2608,9,海通期货,22601,2971,中信建投,4911,-332,广发期货,4221,-548,白银
20260715,ag2608,10,中信建投,21661,-2059,华泰期货,4629,-287,永安期货,3912,413,白银
20260715,ag2608,11,东方财富,19631,600,广发期货,4559,-116,国投期货,3230,355,白银
20260715,ag2608,12,方正中期,18567,-4771,光大期货,3725,20,云晨期货,2945,-2,白银
20260715,ag2608,13,平安期货,17342,1016,东方财富,3104,-90,南华期货,2899,308,白银
20260715,ag2608,14,徽商期货,16027,-271,招商期货,2556,-57,中粮期货,2899,-27,白银
20260715,ag2608,15,浙商期货,12968,-902,海通期货,2520,-308,中银期货,2608,-28,白银
20260715,ag2608,16,五矿期货,12727,211,中泰期货,2460,50,中信建投,2496,241,白银
20260715,ag2608,17,瑞达期货,10600,-1675,齐盛期货,2364,-483,平安期货,2470,439,白银
20260715,ag2608,18,南华期货,10189,1919,国信期货,2273,-447,宝城期货,2425,-121,白银
20260715,ag2608,19,民生期货,8892,1421,南华期货,2252,-306,海通期货,2134,-300,白银
20260715,ag2608,20,国元期货,8799,225,金瑞期货,2073,-290,光大期货,2016,7,白银
20260715,ag2608,999,,627821,-24140,,113217,-4246,,105776,141,白银
20260715,ag2610,1,国泰君安,133661,10877,国泰君安,11536,1202,中信期货,18834,2137,白银
20260715,ag2610,2,中信期货,80313,2417,国投期货,10044,68,银河期货,8786,282,白银
20260715,ag2610,3,广发期货,41869,-1012,银河期货,9380,-366,中银期货,8504,-35,白银
20260715,ag2610,4,东证期货,41535,4863,中信期货,9076,-626,国泰君安,7181,-503,白银
20260715,ag2610,5,银河期货,34634,2315,东证期货,8531,2243,东证期货,6595,520,白银
20260715,ag2610,6,华泰期货,34410,-1538,广发期货,7322,567,金瑞期货,5468,118,白银
20260715,ag2610,7,中泰期货,29321,-3836,金瑞期货,7226,-91,永安期货,5036,233,白银
20260715,ag2610,8,国信期货,25608,-1330,华泰期货,7065,122,浙商期货,3502,177,白银
20260715,ag2610,9,海通期货,25180,2601,国元期货,5864,223,光大期货,3086,1083,白银
20260715,ag2610,10,徽商期货,19146,3454,东亚期货,4145,36,云晨期货,3076,-2,白银
20260715,ag2610,11,中信建投,18391,2024,平安期货,3944,149,高盛期货,2836,-13,白银
20260715,ag2610,12,方正中期,14132,253,方正中期,3611,129,方正中期,2761,61,白银
20260715,ag2610,13,浙商期货,13359,1035,高盛期货,3525,219,宏源期货,2691,97,白银
20260715,ag2610,14,东方财富,12931,-743,中信建投,3201,208,瑞达期货,2500,733,白银
20260715,ag2610,15,五矿期货,11845,-1262,永安期货,3075,50,华泰期货,2222,594,白银
20260715,ag2610,16,宏源期货,10244,714,光大期货,2386,-60,南华期货,2208,180,白银
20260715,ag2610,17,瑞达期货,10158,1390,国贸期货,2083,190,东吴期货,2096,272,白银
20260715,ag2610,18,东吴期货,9064,1406,建信期货,1947,-24,中信建投,1748,585,白银
20260715,ag2610,19,宝城期货,8475,1090,申万期货,1883,18,中金财富,1680,-92,白银
20260715,ag2610,20,民生期货,8473,224,宝城期货,1872,231,申万期货,1678,167,白银
20260715,ag2610,999,,582749,24942,,107716,4488,,92488,6594,白银
