品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2512	1	国泰君安	427428	-256049	中信期货	30537	1459	中信期货	29504	-1609	0148	0148	0004
AG	白银	ag2512	2	中信期货	361778	-163135	国泰君安	29638	-2816	国泰君安	23760	-414	0004	0004	0148
AG	白银	ag2512	3	东证期货	192928	-58111	东证期货	17283	-2826	东证期货	17458	-110	0163	0163	0163
AG	白银	ag2512	4	华泰期货	102469	-34385	平安期货	14262	-882	金瑞期货	12749	-648	0049	0288	0253
AG	白银	ag2512	5	海通期货	97997	-63143	华泰期货	12655	339	银河期货	9977	206	0272	0253	0081
AG	白银	ag2512	6	中泰期货	81095	-73184	银河期货	11805	-992	国贸期货	9393	3339	0058	0272	0275
AG	白银	ag2512	7	银河期货	78430	-47073	金瑞期货	10915	480	方正中期	9006	-307	0034	0049	0272
AG	白银	ag2512	8	国信期货	68474	-90281	国元期货	9626	-42	中粮期货	8936	250	0139	0043	0308
AG	白银	ag2512	9	徽商期货	62522	-31183	广发期货	8858	-890	永安期货	8466	2489	0103	0240	0186
AG	白银	ag2512	10	中信建投	61136	-43208	方正中期	8800	176	国投期货	7979	293	0082	0034	0268
AG	白银	ag2512	11	方正中期	60869	-21713	中泰期货	8274	1103	五矿期货	7675	80	0009	0275	0034
AG	白银	ag2512	12	广发期货	60570	-64598	中信建投	7849	558	中信建投	7371	-178	0268	0268	0240
AG	白银	ag2512	13	南华期货	59246	-17289	铜冠金源	7452	269	广发期货	7298	818	0240	0025	0096
AG	白银	ag2512	14	平安期货	50085	-25433	齐盛期货	7253	-238	华泰期货	6630	-1144	0253	0001	0288
AG	白银	ag2512	15	华闻期货	49200	-70678	国投期货	7129	-125	申万期货	6435	1686	0069	0082	0259
AG	白银	ag2512	16	东方财富	48463	-25489	永安期货	6895	-968	中泰期货	6002	1524	0275	0103	0298
AG	白银	ag2512	17	光大期货	47666	-29486	申万期货	6763	550	国信期货	5550	73	0308	0069	0042
AG	白银	ag2512	18	申万期货	40796	-26271	招商期货	6417	-16	铜冠金源	5296	-75	0025	0161	0069
AG	白银	ag2512	19	东吴期货	36092	-29547	乾坤期货	6207	3665	浙商期货	5007	712	0123	0239	0323
AG	白银	ag2512	20	瑞达期货	34936	-11854	光大期货	6156	-19	南华期货	4736	-259	0096	0042	0059
AG	白银	ag2512	999		2022180	-1182110		224774	-1215		199228	6726			
AG	白银	ag2601	1	中信期货	45487	-33331	中信期货	6127	335	中信期货	4232	256	0148	0148	0148
AG	白银	ag2601	2	国泰君安	29050	-26281	中财期货	4050	3	广发期货	3161	382	0240	0067	0004
AG	白银	ag2601	3	东证期货	21568	-15616	国泰君安	3873	-8	银河期货	1702	236	0272	0004	0163
AG	白银	ag2601	4	华泰期货	16659	-9233	东证期货	1309	-43	东亚期货	1414	-1504	0088	0163	0253
AG	白银	ag2601	5	中泰期货	15245	-12362	长江期货	823	7	中泰期货	1331	468	0275	0048	0275
AG	白银	ag2601	6	银河期货	11767	-7935	一德期货	806	21	国泰君安	1199	48	0004	0277	0272
AG	白银	ag2601	7	广发期货	10031	-14586	南华期货	504	65	华融融达	1003	-4	0332	0096	0240
AG	白银	ag2601	8	国信期货	9251	-17829	方正中期	450	55	东证期货	944	119	0163	0034	0308
AG	白银	ag2601	9	海通期货	9004	-13027	银河期货	433	97	方正中期	855	-47	0034	0272	0081
AG	白银	ag2601	10	申万期货	8891	-5271	广发期货	406	35	国海良时	750	368	0029	0240	0069
AG	白银	ag2601	11	津投期货	7145	-4338	中信建投	386	-103	上海中期	572	-3	0008	0268	0342
AG	白银	ag2601	12	国贸期货	6133	-2596	华融融达	371	0	中信建投	563	-25	0268	0332	0058
AG	白银	ag2601	13	华闻期货	5285	-4793	平安期货	348	20	华泰期货	508	41	0253	0288	0259
AG	白银	ag2601	14	瑞达期货	4586	-1713	东亚期货	322	-133	浙商期货	472	220	0123	0088	0059
AG	白银	ag2601	15	中信建投	4366	-2489	中泰期货	298	25	平安期货	422	11	0288	0275	0268
AG	白银	ag2601	16	浙商期货	4261	-4152	齐盛期货	291	143	徽商期货	407	-12	0186	0001	0123
AG	白银	ag2601	17	民生期货	4090	802	国贸期货	285	174	南华期货	381	-30	0096	0058	0244
AG	白银	ag2601	18	东亚期货	4019	-2603	海通期货	279	-43	建信期货	280	-10	0003	0081	0088
AG	白银	ag2601	19	国海良时	3809	1493	申万期货	271	89	永安期货	272	-12	0103	0069	0029
AG	白银	ag2601	20	徽商期货	3768	-1775	浙商期货	268	179	中国国际	268	-3	0157	0123	0186
AG	白银	ag2601	999		224415	-177635		21900	918		20736	499			
AG	白银	ag2602	1	中信期货	155106	-51463	中信期货	26249	1050	中信期货	9364	-626	0148	0148	0148
AG	白银	ag2602	2	国泰君安	137250	-74488	国投期货	12315	-19	国泰君安	7092	896	0004	0082	0004
AG	白银	ag2602	3	东证期货	70695	-26031	国泰君安	10926	756	华泰期货	5107	953	0253	0004	0163
AG	白银	ag2602	4	华泰期货	56230	5220	东证期货	9505	171	金瑞期货	4464	292	0049	0163	0253
AG	白银	ag2602	5	海通期货	39793	-34050	国元期货	4604	493	红塔期货	3645	2	0306	0043	0081
AG	白银	ag2602	6	中泰期货	33329	-21693	南华期货	4170	45	银河期货	2646	-263	0272	0096	0275
AG	白银	ag2602	7	广发期货	24397	-18410	宝城期货	3621	-19	光大期货	2600	75	0042	0019	0240
