品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2604	1	银河期货	1036.0	460.0	恒力期货	900.0	0.0	宏源期货	794.0	558.0	0137	0339	0272
AG	白银	ag2604	2	宏源期货	598.0	362.0	国投期货	652.0	-130.0	齐盛期货	762.0	44.0	0001	0082	0137
AG	白银	ag2604	3	国泰君安	308.0	-54.0	广发期货	590.0	-6.0	国泰君安	518.0	300.0	0004	0240	0004
AG	白银	ag2604	4	华鑫期货	268.0	268.0	新湖期货	500.0	-110.0	金瑞期货	472.0	-92.0	0049	0077	0006
AG	白银	ag2604	5	一德期货	170.0	22.0	中信期货	440.0	0.0	中信期货	260.0	158.0	0148	0148	0277
AG	白银	ag2604	6	中信期货	158.0	146.0	东证期货	364.0	24.0	五矿期货	242.0	8.0	0009	0163	0148
AG	白银	ag2604	7	徽商期货	142.0	140.0	国元期货	328.0	0.0	铜冠金源	160.0	0.0	0025	0043	0186
AG	白银	ag2604	8	国投期货	136.0	132.0	中财期货	278.0	0.0	华安期货	130.0	0.0	0299	0067	0082
AG	白银	ag2604	9	新湖期货	130.0	130.0	中信建投	276.0	0.0	华泰期货	124.0	58.0	0253	0268	0077
AG	白银	ag2604	10	东证期货	104.0	44.0	华安期货	234.0	0.0	银河期货	110.0	-658.0	0272	0299	0163
AG	白银	ag2604	11	国海良时	92.0	-116.0	五矿期货	136.0	0.0	国投期货	102.0	-2.0	0082	0009	0029
AG	白银	ag2604	12	金瑞期货	92.0	-376.0	海证期货	132.0	0.0	国贸期货	82.0	14.0	0058	0153	0049
AG	白银	ag2604	13	建信期货	86.0	86.0	银河期货	120.0	42.0	瑞达期货	66.0	2.0	0059	0272	0003
AG	白银	ag2604	14	国信期货	80.0	36.0	国泰君安	112.0	0.0	光大期货	58.0	0.0	0042	0004	0308
AG	白银	ag2604	15	方正中期	70.0	-16.0	南华期货	70.0	0.0	中银期货	50.0	6.0	0372	0096	0034
AG	白银	ag2604	16	华泰期货	58.0	58.0	光大期货	66.0	0.0	金元期货	26.0	0.0	0089	0042	0253
AG	白银	ag2604	17	创元期货	50.0	-40.0	上海中期	50.0	10.0	兴业期货	20.0	0.0	0169	0008	0151
AG	白银	ag2604	18	齐盛期货	44.0	44.0	中辉期货	50.0	0.0	港信期货	18.0	0.0	0418	0274	0001
AG	白银	ag2604	19	兴证期货	28.0	24.0	申万期货	44.0	0.0	东证期货	16.0	0.0	0163	0069	0311
AG	白银	ag2604	20	东亚期货	20.0	10.0	徽商期货	38.0	-66.0	海通期货	6.0	6.0	0081	0186	0088
AG	白银	ag2604	999		3670.0	1360.0		5380.0	-236.0		4016.0	402.0			
AG	白银	ag2605	1	国泰君安	12254.0	-4087.0	国泰君安	1573.0	-46.0	中信期货	2914.0	61.0	0148	0004	0004
AG	白银	ag2605	2	中信期货	9446.0	-3016.0	银河期货	1021.0	-35.0	金瑞期货	1840.0	-376.0	0049	0272	0148
AG	白银	ag2605	3	华泰期货	4391.0	-1259.0	国元期货	956.0	-9.0	国投期货	1393.0	91.0	0082	0043	0253
AG	白银	ag2605	4	广发期货	3695.0	-1333.0	中信期货	900.0	-41.0	银河期货	1220.0	-40.0	0272	0148	0240
AG	白银	ag2605	5	海通期货	3650.0	-667.0	平安期货	829.0	-13.0	永安期货	689.0	3.0	0103	0288	0081
AG	白银	ag2605	6	中泰期货	3505.0	-1674.0	东证期货	719.0	-52.0	中泰期货	614.0	-2.0	0275	0163	0275
AG	白银	ag2605	7	东证期货	2334.0	-277.0	中信建投	655.0	-34.0	平安期货	576.0	240.0	0288	0268	0163
AG	白银	ag2605	8	五矿期货	2250.0	-317.0	东亚期货	641.0	101.0	东证期货	567.0	-46.0	0163	0088	0009
AG	白银	ag2605	9	南华期货	2060.0	-37.0	广发期货	485.0	9.0	东吴期货	516.0	96.0	0323	0240	0096
AG	白银	ag2605	10	平安期货	1727.0	252.0	国投期货	402.0	-82.0	国泰君安	442.0	40.0	0004	0082	0288
AG	白银	ag2605	11	华闻期货	1446.0	-261.0	海证期货	351.0	17.0	新湖期货	353.0	0.0	0077	0153	0259
AG	白银	ag2605	12	浙商期货	1383.0	-744.0	中泰期货	334.0	3.0	瑞达期货	300.0	-3.0	0059	0275	0123
AG	白银	ag2605	13	国信期货	1327.0	-1022.0	海通期货	328.0	144.0	国海良时	290.0	-7.0	0029	0081	0308
AG	白银	ag2605	14	方正中期	1034.0	54.0	恒力期货	310.0	40.0	港信期货	261.0	0.0	0418	0339	0034
AG	白银	ag2605	15	银河期货	1003.0	-143.0	华泰期货	294.0	59.0	齐盛期货	233.0	-80.0	0001	0253	0272
AG	白银	ag2605	16	瑞达期货	966.0	-330.0	方正中期	278.0	-19.0	华泰期货	195.0	10.0	0253	0034	0059
AG	白银	ag2605	17	海证期货	860.0	-343.0	招商期货	237.0	-6.0	广发期货	162.0	12.0	0240	0161	0153
AG	白银	ag2605	18	东方财富	827.0	239.0	创元期货	230.0	31.0	申万期货	155.0	14.0	0069	0151	0298
AG	白银	ag2605	19	中信建投	792.0	-161.0	国贸期货	192.0	12.0	五矿期货	120.0	1.0	0009	0058	0268
AG	白银	ag2605	20	宝城期货	704.0	364.0	浙商期货	179.0	-55.0	方正中期	98.0	3.0	0034	0123	0019
AG	白银	ag2605	999		55654.0	-14762.0		10914.0	24.0		12938.0	17.0			
AG	白银	ag2606	1	国泰君安	144450.0	-9809.0	国泰君安	14917.0	2299.0	中信期货	28318.0	914.0	0148	0004	0004
AG	白银	ag2606	2	中信期货	121688.0	-5856.0	东证期货	14337.0	131.0	东证期货	16384.0	-317.0	0163	0163	0148
AG	白银	ag2606	3	华泰期货	55449.0	823.0	中信期货	14190.0	542.0	国泰君安	9289.0	-99.0	0004	0148	0253
AG	白银	ag2606	4	广发期货	55204.0	2864.0	国投期货	11259.0	129.0	云晨期货	9148.0	18.0	0315	0082	0240
AG	白银	ag2606	5	东证期货	54251.0	-2492.0	银河期货	10244.0	-1009.0	金瑞期货	8534.0	-362.0	0049	0272	0163
AG	白银	ag2606	6	银河期货	51495.0	611.0	永安期货	8472.0	173.0	华鑫期货	7514.0	-463.0	0006	0103	0272
AG	白银	ag2606	7	中信建投	39733.0	4892.0	金瑞期货	7765.0	150.0	中粮期货	7361.0	257.0	0139	0049	0268
AG	白银	ag2606	8	中泰期货	36250.0	2477.0	华泰期货	7731.0	702.0	银河期货	6002.0	22.0	0272	0253	0275
AG	白银	ag2606	9	方正中期	34931.0	2742.0	国元期货	6157.0	-167.0	五矿期货	5148.0	-49.0	0009	0043	0034
