品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2510	1	中信期货	24592.0	-9889.0	广发期货	2731.0	-1208.0	大有期货	3191.0	-644.0	0320	0240	0148
AG	白银	ag2510	2	国泰君安	14463.0	4452.0	中信期货	2341.0	-607.0	华金期货	1665.0	-174.0	0051	0148	0004
AG	白银	ag2510	3	东证期货	12994.0	-1205.0	金瑞期货	2302.0	-1214.0	中信期货	1257.0	-739.0	0148	0049	0163
AG	白银	ag2510	4	华泰期货	11349.0	1704.0	平安期货	2171.0	-724.0	建信期货	1215.0	-244.0	0003	0288	0253
AG	白银	ag2510	5	广发期货	7695.0	4995.0	国泰君安	1729.0	-432.0	中泰期货	896.0	-493.0	0275	0004	0240
AG	白银	ag2510	6	银河期货	4320.0	651.0	申万期货	1379.0	-205.0	国泰君安	836.0	-1355.0	0004	0069	0272
AG	白银	ag2510	7	海通期货	3916.0	969.0	银河期货	1242.0	-876.0	中信建投	804.0	-659.0	0268	0272	0081
AG	白银	ag2510	8	光大期货	3255.0	856.0	国联期货	1036.0	-422.0	东证期货	768.0	-732.0	0163	0018	0042
AG	白银	ag2510	9	华闻期货	3107.0	889.0	光大期货	997.0	-2056.0	国投期货	700.0	60.0	0082	0042	0259
AG	白银	ag2510	10	申万期货	3005.0	1265.0	山金期货	917.0	-28.0	中财期货	684.0	-669.0	0067	0052	0069
AG	白银	ag2510	11	方正中期	2959.0	1080.0	东证期货	822.0	-778.0	平安期货	683.0	-732.0	0288	0163	0034
AG	白银	ag2510	12	金瑞期货	2918.0	1211.0	永安期货	724.0	-304.0	海证期货	646.0	-108.0	0153	0103	0049
AG	白银	ag2510	13	中泰期货	2805.0	-5250.0	兴业期货	676.0	-6.0	方正中期	623.0	-1440.0	0034	0169	0275
AG	白银	ag2510	14	中信建投	2713.0	50.0	铜冠金源	538.0	-260.0	华泰期货	623.0	-274.0	0253	0025	0268
AG	白银	ag2510	15	平安期货	2546.0	767.0	兴证期货	500.0	-666.0	中粮期货	586.0	-269.0	0139	0311	0288
AG	白银	ag2510	16	新湖期货	2206.0	1461.0	中粮期货	462.0	-126.0	金瑞期货	554.0	-190.0	0049	0139	0077
AG	白银	ag2510	17	齐盛期货	1904.0	1019.0	东海期货	420.0	-17.0	广发期货	525.0	-249.0	0240	0007	0001
AG	白银	ag2510	18	华金期货	1902.0	1179.0	中泰期货	408.0	-118.0	东方财富	459.0	-479.0	0298	0275	0051
AG	白银	ag2510	19	南华期货	1798.0	-568.0	华金期货	358.0	-114.0	银河期货	422.0	-850.0	0272	0051	0096
AG	白银	ag2510	20	瑞奇期货	1474.0	1069.0	中银期货	306.0	-14.0	国信期货	417.0	-635.0	0308	0372	0072
AG	白银	ag2510	999		111921.0	6705.0		22059.0	-10175.0		17554.0	-10875.0			
AG	白银	ag2512	1	国泰君安	449089.0	233816.0	国泰君安	44257.0	-5137.0	中信期货	34139.0	-731.0	0148	0004	0004
AG	白银	ag2512	2	中信期货	307566.0	89888.0	中信期货	39654.0	-8395.0	国泰君安	21001.0	630.0	0004	0148	0148
AG	白银	ag2512	3	东证期货	177484.0	51605.0	华泰期货	26428.0	857.0	银河期货	17045.0	-556.0	0272	0253	0163
AG	白银	ag2512	4	海通期货	103359.0	45665.0	东证期货	25531.0	-3815.0	金瑞期货	16950.0	-1187.0	0049	0163	0081
AG	白银	ag2512	5	华泰期货	96953.0	26535.0	永安期货	13458.0	-233.0	东证期货	13022.0	-993.0	0163	0103	0253
AG	白银	ag2512	6	中泰期货	90740.0	40855.0	金瑞期货	13197.0	-203.0	方正中期	11305.0	-576.0	0034	0049	0275
AG	白银	ag2512	7	南华期货	76422.0	25593.0	平安期货	13102.0	-1210.0	广发期货	9100.0	-2137.0	0240	0288	0096
AG	白银	ag2512	8	银河期货	69710.0	26232.0	国投期货	11340.0	-1481.0	五矿期货	8771.0	712.0	0009	0082	0272
AG	白银	ag2512	9	国信期货	67658.0	18133.0	国元期货	10435.0	309.0	中粮期货	8582.0	217.0	0139	0043	0308
AG	白银	ag2512	10	广发期货	62403.0	22011.0	南华期货	10042.0	-623.0	国贸期货	7895.0	-2202.0	0058	0096	0240
AG	白银	ag2512	11	光大期货	57683.0	34796.0	广发期货	9640.0	-130.0	国信期货	7754.0	-828.0	0308	0240	0042
AG	白银	ag2512	12	中信建投	57166.0	19028.0	银河期货	8695.0	-405.0	中泰期货	7704.0	-2046.0	0275	0272	0268
AG	白银	ag2512	13	徽商期货	53504.0	12246.0	铜冠金源	8266.0	488.0	海通期货	7439.0	3751.0	0081	0025	0186
AG	白银	ag2512	14	申万期货	49018.0	29447.0	招商期货	7711.0	948.0	中信建投	7412.0	-1619.0	0268	0161	0069
AG	白银	ag2512	15	方正中期	47150.0	13641.0	齐盛期货	7594.0	569.0	华泰期货	6967.0	-2432.0	0253	0001	0034
AG	白银	ag2512	16	东方财富	46859.0	24596.0	光大期货	7460.0	-3594.0	申万期货	6461.0	1453.0	0069	0042	0298
AG	白银	ag2512	17	平安期货	34915.0	9247.0	国信期货	7434.0	-286.0	东方财富	6213.0	487.0	0298	0308	0288
AG	白银	ag2512	18	浙商期货	34331.0	16997.0	方正中期	6516.0	642.0	铜冠金源	6016.0	11.0	0025	0034	0123
AG	白银	ag2512	19	东吴期货	33797.0	8249.0	中信建投	6477.0	-545.0	光大期货	5960.0	-275.0	0042	0268	0323
AG	白银	ag2512	20	津投期货	33543.0	10219.0	五矿期货	6338.0	185.0	国投期货	5890.0	245.0	0082	0009	0342
