品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2601	1	浙商期货	112.0	-56.0	中信期货	850.0	0.0	海证期货	308.0	0.0	0153	0148	0123
AG	白银	ag2601	2	中财期货	66.0	44.0	广发期货	174.0	-22.0	国泰君安	302.0	0.0	0004	0240	0067
AG	白银	ag2601	3	新湖期货	32.0	-60.0	五矿期货	152.0	0.0	山金期货	194.0	0.0	0052	0009	0077
AG	白银	ag2601	4	广发期货	26.0	-2.0	中银期货	70.0	0.0	国投期货	156.0	0.0	0082	0372	0240
AG	白银	ag2601	5	国泰君安	8.0	8.0	中财期货	66.0	66.0	新湖期货	124.0	32.0	0077	0067	0004
AG	白银	ag2601	6	创元期货	8.0	8.0	华安期货	66.0	0.0	金瑞期货	118.0	4.0	0049	0299	0151
AG	白银	ag2601	7	金瑞期货	4.0	0.0	国泰君安	38.0	-8.0	建信期货	110.0	0.0	0003	0004	0049
AG	白银	ag2601	8				铜冠金源	28.0	0.0	渤海期货	62.0	0.0	0271	0025	
AG	白银	ag2601	9				国投期货	12.0	0.0	南华期货	44.0	0.0	0096	0082	
AG	白银	ag2601	10				融达期货	4.0	0.0	国元期货	28.0	0.0	0043	0332	
AG	白银	ag2601	11				海证期货	2.0	0.0	中信期货	14.0	0.0	0148	0153	
AG	白银	ag2601	12				东证期货	2.0	0.0	中信建投	10.0	0.0	0268	0163	
AG	白银	ag2601	13				徽商期货	2.0	0.0					0186	
AG	白银	ag2601	14				华泰期货	2.0	0.0					0253	
AG	白银	ag2601	15				大有期货	2.0	0.0					0320	
AG	白银	ag2601	999		256.0	-58.0		1470.0	36.0		1470.0	36.0			
AG	白银	ag2602	1	中信期货	25334.0	1632.0	中信期货	9243.0	254.0	中信期货	6721.0	-307.0	0148	0148	0148
AG	白银	ag2602	2	国泰君安	21565.0	-2681.0	国泰君安	4565.0	-323.0	金瑞期货	6626.0	19.0	0049	0004	0004
