品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2512	1	中信期货	100154	-97742	中信期货	10250	-772	中信期货	12072	-1836	0148	0148	0148
AG	白银	ag2512	2	国泰君安	89268	-116188	银河期货	10144	-322	国泰君安	6847	185	0004	0272	0004
AG	白银	ag2512	3	东证期货	47370	-37079	国泰君安	9978	-2145	银河期货	6200	1081	0272	0004	0163
AG	白银	ag2512	4	华泰期货	36614	-45295	东证期货	6266	-1024	中泰期货	5885	683	0275	0163	0253
AG	白银	ag2512	5	中泰期货	32429	-4478	广发期货	4734	27	东证期货	4828	-1106	0163	0240	0275
AG	白银	ag2512	6	海通期货	30177	-45738	平安期货	4533	-1133	金瑞期货	4793	-191	0049	0288	0081
AG	白银	ag2512	7	银河期货	23770	-25602	金瑞期货	4116	244	方正中期	4646	-601	0034	0049	0272
AG	白银	ag2512	8	中信建投	17873	-17487	方正中期	3888	-70	浙商期货	4393	1202	0123	0034	0268
AG	白银	ag2512	9	广发期货	16615	-23405	齐盛期货	3808	-2	广发期货	3688	910	0240	0001	0240
AG	白银	ag2512	10	国信期货	15680	-58305	五矿期货	3435	-750	永安期货	2882	-238	0103	0009	0308
AG	白银	ag2512	11	南华期货	15603	-13896	华泰期货	3143	-776	中信建投	2871	-1099	0268	0253	0096
AG	白银	ag2512	12	方正中期	11707	-16001	中信建投	2759	-478	中财期货	2826	-147	0067	0268	0034
AG	白银	ag2512	13	徽商期货	11306	-13435	中泰期货	2011	205	光大期货	2822	63	0042	0275	0186
AG	白银	ag2512	14	民生期货	10625	-8247	山金期货	1977	8	弘业期货	2682	-170	0178	0052	0244
AG	白银	ag2512	15	浙商期货	10206	-7877	国金期货	1877	167	五矿期货	2213	-49	0009	0095	0123
AG	白银	ag2512	16	平安期货	10055	-17342	东吴期货	1834	-1	东方财富	1961	-677	0298	0323	0288
AG	白银	ag2512	17	东方财富	8912	-14391	国投期货	1820	-374	国贸期货	1928	1015	0058	0082	0298
AG	白银	ag2512	18	五矿期货	8581	-5383	宏源期货	1746	-35	国信期货	1854	-811	0308	0137	0009
AG	白银	ag2512	19	光大期货	8523	-8627	东海期货	1714	47	平安期货	1850	-622	0288	0007	0042
AG	白银	ag2512	20	华闻期货	7547	-8656	海通期货	1713	-632	华泰期货	1844	18	0253	0081	0259
AG	白银	ag2512	999		513015	-585174		81746	-7816		79085	-2390			
AG	白银	ag2601	1	国泰君安	14217	-8303	中信期货	5901	80	东亚期货	2495	1241	0088	0148	0004
AG	白银	ag2601	2	中信期货	13672	-7971	东证期货	1799	23	中粮期货	1393	-21	0139	0163	0148
AG	白银	ag2601	3	东证期货	8085	-3629	广发期货	1563	216	齐盛期货	1257	78	0001	0240	0163
AG	白银	ag2601	4	国信期货	4237	-5804	国泰君安	961	95	国泰君安	1093	-110	0004	0004	0308
AG	白银	ag2601	5	银河期货	3626	-1212	长江期货	904	-434	中信期货	980	218	0148	0048	0272
