品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2512	1	中信期货	35554.0	-394.0	中信期货	5623	-1187	金瑞期货	2411.0	-43.0	0049	0148	0148
AG	白银	ag2512	2	国泰君安	27680.0	-15529.0	金瑞期货	4621	-1034	方正中期	2200.0	-58.0	0034	0049	0004
AG	白银	ag2512	3	华泰期货	12298.0	-4139.0	银河期货	4440	-517	国泰君安	2188.0	-744.0	0004	0272	0253
AG	白银	ag2512	4	东证期货	9584.0	-6741.0	广发期货	3642	-247	中信期货	1984.0	-145.0	0148	0240	0163
AG	白银	ag2512	5	中泰期货	8185.0	14.0	国泰君安	3200	-1522	中信建投	1325.0	-142.0	0268	0004	0275
AG	白银	ag2512	6	广发期货	6073.0	-749.0	东证期货	2376	-504	中财期货	1294.0	-5.0	0067	0163	0240
AG	白银	ag2512	7	银河期货	5381.0	-1265.0	华泰期货	1870	200	弘业期货	1228.0	-41.0	0178	0253	0272
AG	白银	ag2512	8	海通期货	4891.0	-3760.0	长江期货	1277	74	银河期货	1150.0	-478.0	0272	0048	0081
AG	白银	ag2512	9	浙商期货	4502.0	1909.0	东吴期货	1138	-97	华金期货	996.0	-5.0	0051	0323	0123
AG	白银	ag2512	10	中信建投	3781.0	-215.0	海证期货	1043	51	申万期货	996.0	-91.0	0069	0153	0268
AG	白银	ag2512	11	方正中期	3311.0	-440.0	宝城期货	963	247	广发期货	955.0	-332.0	0240	0019	0034
AG	白银	ag2512	12	国信期货	3271.0	-922.0	华金期货	910	894	海证期货	930.0	-79.0	0153	0051	0308
AG	白银	ag2512	13	平安期货	3063.0	-1285.0	方正中期	908	409	新湖期货	801.0	10.0	0077	0034	0288
AG	白银	ag2512	14	申万期货	3017.0	-289.0	中信建投	862	-327	东证期货	790.0	-56.0	0163	0268	0069
AG	白银	ag2512	15	金瑞期货	2797.0	970.0	海通期货	851	-331	东方财富	778.0	-98.0	0298	0081	0049
AG	白银	ag2512	16	五矿期货	2559.0	-2009.0	先锋期货	775	-197	平安期货	758.0	6.0	0288	0138	0009
AG	白银	ag2512	17	国海良时	2387.0	365.0	永安期货	746	-69	中泰期货	744.0	10.0	0275	0103	0029
AG	白银	ag2512	18	徽商期货	2077.0	-20.0	中粮期货	670	274	山金期货	720.0	-28.0	0052	0139	0186
AG	白银	ag2512	19	先锋期货	2035.0	-79.0	建信期货	612	-599	浙商期货	679.0	-131.0	0123	0003	0138
AG	白银	ag2512	20	民生期货	2024.0	717.0	平安期货	574	-429	华泰期货	678.0	-88.0	0253	0288	0244
AG	白银	ag2512	999		144470.0	-33861.0		37101	-4911		23605.0	-2538.0			
AG	白银	ag2601	1	中信期货	14130.0	1599.0	中信期货	4375	-1232	永安期货	1596.0	-155.0	0103	0148	0148
AG	白银	ag2601	2	国泰君安	14069.0	1307.0	东亚期货	3359	1805	国泰君安	1272.0	97.0	0004	0088	0004
AG	白银	ag2601	3	东证期货	7226.0	-676.0	东证期货	2059	85	齐盛期货	1222.0	-395.0	0001	0163	0163
AG	白银	ag2601	4	国信期货	5510.0	-1555.0	国投期货	1531	-181	中信建投	1189.0	106.0	0268	0082	0308
AG	白银	ag2601	5	华泰期货	4202.0	-629.0	国泰君安	749	56	中信期货	812.0	147.0	0148	0004	0253
AG	白银	ag2601	6	广发期货	3264.0	221.0	南华期货	691	-54	长江期货	737.0	-182.0	0048	0096	0240
AG	白银	ag2601	7	海通期货	3260.0	423.0	格林大华	668	-3	方正中期	727.0	41.0	0034	0121	0081
