品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2510	1	国泰君安	107804	11319	国泰君安	13566	581	中信期货	12653	-810	0148	0004	0004
AG	白银	ag2510	2	中信期货	84089	2242	平安期货	12591	50	国泰君安	8782	-150	0004	0288	0148
AG	白银	ag2510	3	东证期货	56964	12183	中信期货	9525	-1053	方正中期	6892	-1794	0034	0148	0163
AG	白银	ag2510	4	海通期货	29940	5398	光大期货	9089	-179	银河期货	6876	-102	0272	0042	0081
AG	白银	ag2510	5	广发期货	24174	3221	东证期货	7294	-3560	金瑞期货	6714	-130	0049	0163	0240
AG	白银	ag2510	6	华泰期货	21813	-5956	广发期货	6021	-33	中信建投	6253	211	0268	0240	0253
AG	白银	ag2510	7	中泰期货	21777	2730	国贸期货	5223	139	东证期货	6125	361	0163	0058	0275
AG	白银	ag2510	8	银河期货	18773	583	国信期货	4999	97	大有期货	5238	37	0320	0308	0272
AG	白银	ag2510	9	中信建投	16047	-77	方正中期	4409	126	平安期货	3624	-165	0288	0034	0268
AG	白银	ag2510	10	国信期货	15254	862	银河期货	4375	-274	广发期货	3497	-123	0240	0272	0308
AG	白银	ag2510	11	方正中期	14264	3047	齐盛期货	4195	-18	中泰期货	3466	93	0275	0001	0034
AG	白银	ag2510	12	光大期货	14080	-1391	华泰期货	4165	-1193	中粮期货	3186	-375	0139	0253	0042
AG	白银	ag2510	13	南华期货	13913	3033	永安期货	4134	-257	东方财富	2979	-118	0298	0103	0096
AG	白银	ag2510	14	徽商期货	13744	-3235	五矿期货	3665	-104	国信期货	2745	-715	0308	0009	0186
AG	白银	ag2510	15	长安期货	12180	6211	中泰期货	3587	-116	建信期货	2567	-402	0003	0275	0263
AG	白银	ag2510	16	浙商期货	11685	4938	国投期货	3336	-406	国投期货	2421	-270	0082	0082	0123
AG	白银	ag2510	17	国投期货	10881	2847	东亚期货	3171	-77	申万期货	2317	259	0069	0088	0082
AG	白银	ag2510	18	申万期货	10017	-1209	一德期货	3136	2471	光大期货	2300	-191	0042	0277	0069
AG	白银	ag2510	19	平安期货	9760	-115	中信建投	3039	95	永安期货	2180	-67	0103	0268	0288
AG	白银	ag2510	20	民生期货	7698	1589	铜冠金源	2975	-18	华金期货	1951	182	0051	0025	0244
AG	白银	ag2510	999		514857	48220		112495	-3729		92766	-4269			
AG	白银	ag2512	1	中信期货	91048	13288	中信期货	38891	1293	中信期货	21816	-127	0148	0148	0148
AG	白银	ag2512	2	国泰君安	72924	12325	国泰君安	34884	3315	金瑞期货	13872	-76	0049	0004	0004
AG	白银	ag2512	3	东证期货	50772	11653	华泰期货	17851	413	国泰君安	13372	473	0004	0253	0163
AG	白银	ag2512	4	中泰期货	37538	15047	东证期货	16351	-30	银河期货	11357	646	0272	0163	0275
AG	白银	ag2512	5	华泰期货	26902	-2511	金瑞期货	12475	192	国贸期货	9232	454	0058	0049	0253
AG	白银	ag2512	6	南华期货	22138	7382	南华期货	12402	857	东证期货	9100	185	0163	0096	0096
AG	白银	ag2512	7	广发期货	15333	4632	乾坤期货	11750	-1171	中泰期货	7840	1529	0275	0239	0240
AG	白银	ag2512	8	海通期货	14804	3157	国投期货	9985	320	广发期货	7195	83	0240	0082	0081
AG	白银	ag2512	9	浙商期货	14080	6660	国元期货	9612	9	华泰期货	7077	-57	0253	0043	0123
AG	白银	ag2512	10	银河期货	13275	1471	永安期货	9051	793	方正中期	6736	390	0034	0103	0272
AG	白银	ag2512	11	方正中期	10943	2894	广发期货	8949	362	五矿期货	6093	820	0009	0240	0034
AG	白银	ag2512	12	国信期货	10925	1838	一德期货	7738	1776	中粮期货	5895	328	0139	0277	0308
AG	白银	ag2512	13	光大期货	10682	2490	光大期货	7198	42	红塔期货	5856	20	0306	0042	0042
AG	白银	ag2512	14	中信建投	10036	1073	中财期货	6488	99	南华期货	5735	-1613	0096	0067	0268
AG	白银	ag2512	15	徽商期货	9509	2209	海通期货	6396	-3	中信建投	5699	163	0268	0081	0186
