品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2607	1	国泰君安	28.0	-40.0	华安期货	900.0	0.0	中信期货	900.0	0.0	0148	0299	0004
AG	白银	ag2607	2	方正中期	16.0	8.0	国泰君安	590.0	24.0	格林大华	256.0	0.0	0121	0004	0034
AG	白银	ag2607	3	申万期货	14.0	14.0	中信期货	304.0	0.0	广发期货	164.0	0.0	0240	0148	0069
AG	白银	ag2607	4	浙商期货	10.0	10.0	国信期货	222.0	0.0	方正中期	140.0	0.0	0034	0308	0123
AG	白银	ag2607	5	华泰期货	8.0	8.0	中粮期货	184.0	0.0	国泰君安	60.0	0.0	0004	0139	0253
AG	白银	ag2607	6	银河期货	6.0	-40.0	东海期货	146.0	0.0	新湖期货	32.0	0.0	0077	0007	0272
AG	白银	ag2607	7	中国国际	4.0	4.0	紫金天风	124.0	0.0	银河期货	28.0	0.0	0272	0321	0157
AG	白银	ag2607	8	东证期货	4.0	-30.0	华泰期货	94.0	-8.0	兴业期货	20.0	0.0	0169	0253	0163
AG	白银	ag2607	9	广发期货	2.0	2.0	申万期货	68.0	14.0	华金期货	16.0	0.0	0051	0069	0240
AG	白银	ag2607	10				中财期货	62.0	0.0	上海中期	2.0	0.0	0008	0067	
AG	白银	ag2607	11				海证期货	54.0	0.0	东证期货	2.0	0.0	0163	0153	
AG	白银	ag2607	12				中原期货	44.0	0.0					0327	
AG	白银	ag2607	13				招商期货	32.0	0.0					0161	
AG	白银	ag2607	14				一德期货	30.0	0.0					0277	
AG	白银	ag2607	15				建信期货	22.0	0.0					0003	
AG	白银	ag2607	16				中信建投	20.0	0.0					0268	
AG	白银	ag2607	17				上海中期	16.0	0.0					0008	
AG	白银	ag2607	18				中融汇信	10.0	0.0					0013	
AG	白银	ag2607	19				浙商期货	10.0	-10.0					0123	
AG	白银	ag2607	20				方正中期	8.0	-12.0					0034	
AG	白银	ag2607	999		92.0	-64.0		2940.0	8.0		1620.0	0.0			
AG	白银	ag2608	1	国泰君安	149191.0	9100.0	国泰君安	14816.0	-1261.0	中信期货	18384.0	448.0	0148	0004	0004
AG	白银	ag2608	2	中信期货	95641.0	-2213.0	中信期货	14118.0	-1603.0	国泰君安	12733.0	118.0	0004	0148	0148
AG	白银	ag2608	3	东证期货	51973.0	5018.0	银河期货	11025.0	508.0	宏源期货	7700.0	5.0	0137	0272	0163
AG	白银	ag2608	4	华泰期货	47495.0	3634.0	平安期货	9524.0	759.0	金瑞期货	7457.0	1.0	0049	0288	0253
AG	白银	ag2608	5	广发期货	47247.0	-1561.0	东证期货	9237.0	-1121.0	华泰期货	7373.0	409.0	0253	0163	0240
AG	白银	ag2608	6	银河期货	39606.0	-1776.0	方正中期	7174.0	123.0	东证期货	6998.0	653.0	0163	0034	0272
AG	白银	ag2608	7	中泰期货	36376.0	3580.0	国投期货	6723.0	132.0	银河期货	6901.0	-2.0	0272	0082	0275
