品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2511	1	中信期货	290.0	-192.0	中信期货	1510.0	-188.0	建信期货	562.0	0.0	0003	0148	0148
AG	白银	ag2511	2	创元期货	50.0	-14.0	铜冠金源	222.0	0.0	华安期货	452.0	0.0	0299	0025	0151
AG	白银	ag2511	3	浙商期货	46.0	-270.0	国泰君安	202.0	-4.0	中财期货	448.0	0.0	0067	0004	0123
AG	白银	ag2511	4	华泰期货	26.0	-106.0	五矿期货	202.0	0.0	中信期货	400.0	-98.0	0148	0009	0253
AG	白银	ag2511	5	银河期货	26.0	-60.0	银河期货	188.0	-20.0	国泰君安	350.0	0.0	0004	0272	0272
AG	白银	ag2511	6	光大期货	20.0	-110.0	海证期货	176.0	0.0	海证期货	334.0	0.0	0153	0153	0042
AG	白银	ag2511	7	申万期货	12.0	-50.0	南华期货	132.0	0.0	中信建投	290.0	-6.0	0268	0096	0069
AG	白银	ag2511	8	宏源期货	12.0	-4.0	齐盛期货	32.0	0.0	东海期货	284.0	0.0	0007	0001	0137
AG	白银	ag2511	9	招商期货	8.0	4.0	浙商期货	12.0	10.0	南华期货	244.0	0.0	0096	0123	0161
AG	白银	ag2511	10	渤海期货	8.0	-100.0	中衍期货	2.0	0.0	中泰期货	176.0	0.0	0275	0156	0271
AG	白银	ag2511	11	中信建投	6.0	-26.0	广发期货	2.0	-4.0	华联期货	102.0	0.0	0276	0240	0268
AG	白银	ag2511	12	国泰君安	4.0	-228.0				山金期货	78.0	0.0	0052		0004
AG	白银	ag2511	13	广发期货	4.0	-104.0				广州期货	70.0	0.0	0338		0240
AG	白银	ag2511	14	国信期货	4.0	-12.0				申万期货	44.0	0.0	0069		0308
AG	白银	ag2511	15							广发期货	40.0	0.0	0240		
AG	白银	ag2511	16							华泰期货	32.0	-26.0	0253		
AG	白银	ag2511	17							银河期货	30.0	-6.0	0272		
AG	白银	ag2511	18							渤海期货	28.0	8.0	0271		
AG	白银	ag2511	19							浙商期货	12.0	-24.0	0123		
AG	白银	ag2511	20							一德期货	10.0	0.0	0277		
AG	白银	ag2511	999		516.0	-1272.0		2680.0	-206.0		3986.0	-152.0			
AG	白银	ag2512	1	国泰君安	179770.0	-97049.0	国泰君安	20318.0	-998.0	中信期货	15893.0	-908.0	0148	0004	0004
AG	白银	ag2512	2	中信期货	150019.0	-53642.0	中信期货	16092.0	-4950.0	东证期货	9428.0	-1060.0	0163	0148	0148
AG	白银	ag2512	3	东证期货	78618.0	-52369.0	东证期货	14074.0	108.0	国泰君安	8634.0	-567.0	0004	0163	0163
AG	白银	ag2512	4	华泰期货	66934.0	-31359.0	银河期货	12571.0	740.0	方正中期	7838.0	-255.0	0034	0272	0253
AG	白银	ag2512	5	中泰期货	39927.0	-13614.0	平安期货	7716.0	1049.0	银河期货	7013.0	-75.0	0272	0288	0275
AG	白银	ag2512	6	南华期货	39413.0	-9688.0	广发期货	6290.0	43.0	中泰期货	6275.0	464.0	0275	0240	0096
AG	白银	ag2512	7	银河期货	36564.0	-14945.0	永安期货	5919.0	-159.0	中信建投	5921.0	-200.0	0268	0103	0272
AG	白银	ag2512	8	中信建投	33230.0	-13849.0	华泰期货	5528.0	170.0	金瑞期货	5883.0	-457.0	0049	0253	0268
AG	白银	ag2512	9	海通期货	32119.0	-18733.0	方正中期	4867.0	-953.0	浙商期货	4693.0	146.0	0123	0034	0081
AG	白银	ag2512	10	广发期货	29615.0	-10734.0	中信建投	4456.0	-46.0	平安期货	4517.0	-45.0	0288	0268	0240
AG	白银	ag2512	11	徽商期货	28710.0	-15487.0	光大期货	4239.0	-139.0	广发期货	4299.0	352.0	0240	0042	0186
AG	白银	ag2512	12	方正中期	28258.0	-8500.0	五矿期货	3780.0	357.0	东方财富	4016.0	169.0	0298	0009	0034
AG	白银	ag2512	13	国信期货	27467.0	-17158.0	齐盛期货	3580.0	505.0	国信期货	3868.0	-664.0	0308	0001	0308
AG	白银	ag2512	14	浙商期货	22234.0	-12305.0	南华期货	3405.0	1071.0	华泰期货	3654.0	-1407.0	0253	0096	0123
AG	白银	ag2512	15	东方财富	20655.0	-7967.0	申万期货	3288.0	-145.0	弘业期货	3650.0	133.0	0178	0069	0298
AG	白银	ag2512	16	平安期货	20414.0	-7656.0	瑞达期货	3138.0	39.0	光大期货	3574.0	27.0	0042	0059	0288
AG	白银	ag2512	17	光大期货	20167.0	-16596.0	宏源期货	3025.0	138.0	国投期货	3371.0	-1105.0	0082	0137	0042
AG	白银	ag2512	18	津投期货	17809.0	-3644.0	金瑞期货	2982.0	679.0	永安期货	3364.0	20.0	0103	0049	0342
AG	白银	ag2512	19	申万期货	15389.0	-8995.0	国投期货	2941.0	584.0	申万期货	3282.0	295.0	0069	0082	0069
AG	白银	ag2512	20	东吴期货	14486.0	-10951.0	安粮期货	2856.0	57.0	国贸期货	3271.0	-151.0	0058	0238	0323
AG	白银	ag2512	999		901798.0	-425241.0		131065.0	-1850.0		112444.0	-5288.0			
AG	白银	ag2601	1	中信期货	14686.0	-10758.0	中信期货	5279.0	-5.0	中信期货	2167.0	178.0	0148	0148	0148
AG	白银	ag2601	2	国泰君安	12153.0	-7329.0	中财期货	4094.0	41.0	国泰君安	1480.0	144.0	0004	0067	0004
AG	白银	ag2601	3	东证期货	6720.0	-2817.0	国泰君安	2014.0	-193.0	中粮期货	1382.0	129.0	0139	0004	0163
AG	白银	ag2601	4	华泰期货	4166.0	-82.0	东亚期货	1625.0	524.0	银河期货	1355.0	15.0	0272	0088	0253
