品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2608	1	国泰君安	242769.0	-79809.0	国泰君安	17956.0	348.0	中信期货	21611.0	-845.0	0148	0004	0004
AG	白银	ag2608	2	中信期货	144521.0	-45382.0	中信期货	17301.0	-1327.0	国泰君安	13606.0	-1321.0	0004	0148	0148
AG	白银	ag2608	3	广发期货	91560.0	-29322.0	银河期货	14116.0	-1361.0	东证期货	8938.0	388.0	0163	0272	0240
AG	白银	ag2608	4	东证期货	78259.0	-26377.0	平安期货	10770.0	732.0	永安期货	8179.0	282.0	0103	0288	0163
AG	白银	ag2608	5	银河期货	71613.0	-12091.0	东证期货	10716.0	624.0	银河期货	8176.0	-450.0	0272	0163	0272
AG	白银	ag2608	6	华泰期货	65220.0	-9164.0	国投期货	8963.0	-654.0	宏源期货	8096.0	23.0	0137	0082	0253
AG	白银	ag2608	7	中泰期货	59138.0	-23436.0	方正中期	8647.0	72.0	华泰期货	7552.0	-586.0	0253	0034	0275
AG	白银	ag2608	8	国信期货	43601.0	-12153.0	永安期货	6920.0	243.0	金瑞期货	6910.0	-83.0	0049	0103	0308
AG	白银	ag2608	9	中信建投	39110.0	-10602.0	广发期货	6250.0	798.0	华鑫期货	5680.0	-51.0	0006	0240	0268
AG	白银	ag2608	10	海通期货	38781.0	-13601.0	中信建投	5995.0	348.0	广发期货	4620.0	-294.0	0240	0268	0081
AG	白银	ag2608	11	方正中期	36200.0	-16005.0	华泰期货	5342.0	-1045.0	中粮期货	4165.0	-45.0	0139	0253	0034
AG	白银	ag2608	12	徽商期货	33793.0	-7533.0	光大期货	4193.0	-569.0	云晨期货	3831.0	-409.0	0315	0042	0186
AG	白银	ag2608	13	东方财富	30078.0	-7291.0	齐盛期货	3717.0	-449.0	中信建投	3797.0	138.0	0268	0001	0298
AG	白银	ag2608	14	平安期货	23513.0	-4099.0	中泰期货	3624.0	269.0	中银期货	3576.0	-787.0	0372	0275	0288
AG	白银	ag2608	15	华闻期货	22632.0	-6043.0	东方财富	3448.0	-262.0	南华期货	2939.0	61.0	0096	0298	0259
AG	白银	ag2608	16	瑞达期货	18951.0	-9251.0	国信期货	3212.0	-109.0	东吴期货	2878.0	-20.0	0323	0308	0059
AG	白银	ag2608	17	宏源期货	18702.0	-3795.0	宏源期货	3068.0	500.0	国投期货	2691.0	-53.0	0082	0137	0137
AG	白银	ag2608	18	民生期货	17592.0	-4016.0	国贸期货	2917.0	16.0	方正中期	2689.0	66.0	0034	0058	0244
