品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2602	1	中信期货	6433.0	-1208.0	中信期货	2139.0	-171.0	中信期货	1143.0	-360.0	0148	0148	0148
AG	白银	ag2602	2	广发期货	5941.0	2634.0	东证期货	743.0	203.0	中粮期货	654.0	-7.0	0139	0163	0240
AG	白银	ag2602	3	中泰期货	3547.0	211.0	国泰君安	562.0	-136.0	五矿期货	560.0	185.0	0009	0004	0275
AG	白银	ag2602	4	东证期货	3030.0	1143.0	一德期货	536.0	184.0	金瑞期货	560.0	-252.0	0049	0277	0163
AG	白银	ag2602	5	渤海期货	2847.0	995.0	中信建投	510.0	0.0	光大期货	358.0	-83.0	0042	0268	0271
AG	白银	ag2602	6	银河期货	2778.0	1027.0	银河期货	448.0	-132.0	国投期货	186.0	46.0	0082	0272	0272
AG	白银	ag2602	7	中信建投	1873.0	544.0	方正中期	414.0	-72.0	国泰君安	184.0	-392.0	0004	0034	0268
AG	白银	ag2602	8	华泰期货	1639.0	-1338.0	广发期货	368.0	-256.0	华泰期货	172.0	-386.0	0253	0240	0253
AG	白银	ag2602	9	光大期货	1493.0	628.0	兴业期货	318.0	-20.0	永安期货	94.0	-26.0	0103	0169	0042
AG	白银	ag2602	10	平安期货	1385.0	550.0	华鑫期货	304.0	290.0	东证期货	78.0	-473.0	0163	0006	0288
AG	白银	ag2602	11	国泰君安	1342.0	-2458.0	华安期货	256.0	-5.0	广发期货	78.0	-261.0	0240	0299	0004
AG	白银	ag2602	12	中辉期货	1260.0	739.0	国海良时	210.0	190.0	建信期货	76.0	-97.0	0003	0029	0274
AG	白银	ag2602	13	申万期货	1217.0	496.0	申万期货	183.0	84.0	浙商期货	60.0	29.0	0123	0069	0069
AG	白银	ag2602	14	国投期货	1156.0	2.0	中银期货	182.0	-8.0	招商期货	58.0	-7.0	0161	0372	0082
AG	白银	ag2602	15	五矿期货	1074.0	866.0	五矿期货	160.0	79.0	方正中期	56.0	-45.0	0034	0009	0009
AG	白银	ag2602	16	海证期货	885.0	657.0	徽商期货	140.0	-28.0	国新国证	56.0	-2.0	0269	0186	0153
AG	白银	ag2602	17	方正中期	857.0	-343.0	创元期货	130.0	-27.0	东海期货	40.0	-66.0	0007	0151	0034
AG	白银	ag2602	18	建信期货	671.0	-866.0	平安期货	127.0	-18.0	平安期货	39.0	-103.0	0288	0288	0003
AG	白银	ag2602	19	东亚期货	668.0	563.0	红塔期货	104.0	100.0	东方财富	36.0	-81.0	0298	0306	0088
AG	白银	ag2602	20	国海良时	644.0	173.0	东亚期货	98.0	68.0	中信建投	34.0	-109.0	0268	0088	0029
AG	白银	ag2602	999		40740.0	5015.0		7932.0	325.0		4522.0	-2490.0			
AG	白银	ag2604	1	国泰君安	289054.0	108635.0	中信期货	27390.0	-1302.0	中信期货	36868.0	-562.0	0148	0148	0004
AG	白银	ag2604	2	中信期货	194571.0	84425.0	国泰君安	20536.0	-2985.0	国泰君安	17676.0	1102.0	0004	0004	0148
AG	白银	ag2604	3	东证期货	120957.0	58646.0	银河期货	10578.0	-1256.0	东证期货	10317.0	-1771.0	0163	0272	0163
AG	白银	ag2604	4	广发期货	100343.0	36811.0	东证期货	10554.0	-893.0	金瑞期货	9439.0	-1496.0	0049	0163	0240
AG	白银	ag2604	5	银河期货	99747.0	50129.0	华泰期货	10489.0	-1794.0	银河期货	9260.0	-1935.0	0272	0253	0272
AG	白银	ag2604	6	中信建投	90400.0	46425.0	中信建投	9893.0	-975.0	五矿期货	7104.0	-527.0	0009	0268	0268
AG	白银	ag2604	7	平安期货	66223.0	35019.0	国投期货	9474.0	954.0	华泰期货	6442.0	823.0	0253	0082	0288
AG	白银	ag2604	8	华泰期货	66030.0	30045.0	永安期货	8631.0	-315.0	中财期货	6084.0	765.0	0067	0103	0253
AG	白银	ag2604	9	东方财富	60981.0	29780.0	光大期货	6830.0	177.0	云晨期货	5896.0	114.0	0315	0042	0298
AG	白银	ag2604	10	东吴期货	59407.0	32086.0	海通期货	6125.0	-172.0	浙商期货	4674.0	-49.0	0123	0081	0323
AG	白银	ag2604	11	方正中期	58316.0	28681.0	平安期货	5746.0	251.0	光大期货	4584.0	-435.0	0042	0288	0034
AG	白银	ag2604	12	国信期货	57234.0	23943.0	广发期货	4977.0	-339.0	中银期货	4562.0	-66.0	0372	0240	0308
AG	白银	ag2604	13	中泰期货	54322.0	20488.0	金瑞期货	4897.0	-1683.0	平安期货	4399.0	-1304.0	0288	0049	0275
AG	白银	ag2604	14	渤海期货	53377.0	39499.0	国元期货	4471.0	-203.0	广发期货	4241.0	-320.0	0240	0043	0271
AG	白银	ag2604	15	海通期货	53160.0	16324.0	方正中期	4347.0	80.0	乾坤期货	4100.0	604.0	0239	0034	0081
AG	白银	ag2604	16	宝城期货	51886.0	23335.0	民生期货	3479.0	434.0	海通期货	3959.0	-315.0	0081	0244	0019
AG	白银	ag2604	17	创元期货	48470.0	27762.0	齐盛期货	3421.0	60.0	齐盛期货	3591.0	-57.0	0001	0001	0151
AG	白银	ag2604	18	徽商期货	48381.0	26662.0	东吴期货	3183.0	-763.0	方正中期	3166.0	-952.0	0034	0323	0186
AG	白银	ag2604	19	申万期货	47263.0	21166.0	佛山金控	3156.0	-17.0	中泰期货	2688.0	-645.0	0275	0115	0069
AG	白银	ag2604	20	中辉期货	47007.0	26261.0	国信期货	2974.0	830.0	中粮期货	2301.0	86.0	0139	0308	0274
AG	白银	ag2604	999		1667129.0	766122.0		161151.0	-9911.0		151351.0	-6940.0			
AG	白银	ag2606	1	国泰君安	180157.0	42231.0	国泰君安	12889.0	-528.0	中信期货	24233.0	-809.0	0148	0004	0004
AG	白银	ag2606	2	中信期货	116596.0	32715.0	中信期货	12207.0	-73.0	国泰君安	7416.0	-347.0	0004	0148	0148
AG	白银	ag2606	3	东证期货	73905.0	34025.0	国投期货	9332.0	-175.0	金瑞期货	6936.0	-47.0	0049	0082	0163
AG	白银	ag2606	4	广发期货	69369.0	19990.0	华泰期货	7775.0	-2545.0	东证期货	6699.0	-3765.0	0163	0253	0240
AG	白银	ag2606	5	银河期货	56635.0	19910.0	东证期货	7658.0	288.0	五矿期货	5319.0	7.0	0009	0163	0272
AG	白银	ag2606	6	中信建投	40070.0	17765.0	国元期货	7475.0	11.0	中粮期货	4134.0	354.0	0139	0043	0268
AG	白银	ag2606	7	中泰期货	38672.0	11905.0	金瑞期货	6316.0	5.0	银河期货	4100.0	354.0	0272	0049	0275
AG	白银	ag2606	8	国信期货	38219.0	14229.0	广发期货	6125.0	-1416.0	中财期货	3987.0	700.0	0067	0240	0308
AG	白银	ag2606	9	华泰期货	36624.0	11324.0	银河期货	5725.0	1058.0	南华期货	2949.0	-20.0	0096	0272	0253
AG	白银	ag2606	10	方正中期	34555.0	16845.0	中信建投	5516.0	366.0	方正中期	2838.0	-439.0	0034	0268	0034
AG	白银	ag2606	11	华闻期货	33351.0	12553.0	信达期货	4229.0	55.0	大越期货	2332.0	-23.0	0134	0136	0259
AG	白银	ag2606	12	海通期货	32822.0	6881.0	永安期货	3363.0	-678.0	光大期货	2241.0	-4.0	0042	0103	0081
AG	白银	ag2606	13	中辉期货	28613.0	12681.0	方正中期	3330.0	362.0	永安期货	2077.0	-690.0	0103	0034	0274
AG	白银	ag2606	14	徽商期货	27294.0	10745.0	兴证期货	3180.0	-1.0	云晨期货	1933.0	-13.0	0315	0311	0186
AG	白银	ag2606	15	渤海期货	27135.0	16476.0	齐盛期货	2729.0	-1440.0	广发期货	1723.0	127.0	0240	0001	0271
AG	白银	ag2606	16	宝城期货	24913.0	8592.0	平安期货	2728.0	-519.0	铜冠金源	1573.0	-10.0	0025	0288	0019
AG	白银	ag2606	17	创元期货	23632.0	17090.0	铜冠金源	2644.0	-35.0	中国国际	1537.0	-126.0	0157	0025	0151
AG	白银	ag2606	18	东吴期货	22769.0	13484.0	申万期货	2539.0	-2857.0	海通期货	1454.0	387.0	0081	0069	0323
AG	白银	ag2606	19	申万期货	21984.0	11639.0	佛山金控	2070.0	-49.0	华泰期货	1416.0	147.0	0253	0115	0069
AG	白银	ag2606	20	宏源期货	21599.0	9114.0	瑞达期货	1832.0	46.0	格林大华	1377.0	511.0	0121	0059	0137
AG	白银	ag2606	999		948914.0	340194.0		109662.0	-8125.0		86274.0	-3706.0			
AG	白银	ag2608	1	中信期货	51069.0	12186.0	中信期货	6784.0	-461.0	东证期货	8250.0	22.0	0163	0148	0148
AG	白银	ag2608	2	国泰君安	46485.0	463.0	国泰君安	5345.0	179.0	中财期货	5658.0	788.0	0067	0004	0004
AG	白银	ag2608	3	广发期货	31759.0	10631.0	国投期货	4960.0	-60.0	中信期货	3549.0	388.0	0148	0082	0240
AG	白银	ag2608	4	银河期货	22137.0	1409.0	广发期货	3341.0	108.0	金瑞期货	2906.0	-592.0	0049	0240	0272
AG	白银	ag2608	5	中泰期货	21688.0	7091.0	华泰期货	3254.0	-236.0	五矿期货	2302.0	-256.0	0009	0253	0275
AG	白银	ag2608	6	东证期货	20509.0	7483.0	国元期货	3046.0	338.0	国泰君安	1392.0	-1090.0	0004	0043	0163
AG	白银	ag2608	7	国信期货	18012.0	5555.0	申万期货	2094.0	-929.0	银河期货	1390.0	52.0	0272	0069	0308
AG	白银	ag2608	8	海通期货	17009.0	2866.0	东证期货	2033.0	127.0	申万期货	1050.0	-54.0	0069	0163	0081
AG	白银	ag2608	9	华泰期货	16766.0	6925.0	金瑞期货	1408.0	-48.0	广发期货	1036.0	-63.0	0240	0049	0253
AG	白银	ag2608	10	华闻期货	10455.0	5450.0	银河期货	1232.0	199.0	大越期货	715.0	-41.0	0134	0272	0259
AG	白银	ag2608	11	兴证期货	9110.0	5127.0	平安期货	1031.0	-17.0	华鑫期货	501.0	52.0	0006	0288	0311
AG	白银	ag2608	12	浙商期货	8069.0	4460.0	中信建投	1015.0	2.0	恒力期货	424.0	20.0	0339	0268	0123
AG	白银	ag2608	13	南华期货	7871.0	1741.0	兴证期货	1004.0	-39.0	东吴期货	409.0	334.0	0323	0311	0096
AG	白银	ag2608	14	招商期货	7569.0	3618.0	方正中期	854.0	206.0	海通期货	380.0	63.0	0081	0034	0161
AG	白银	ag2608	15	瑞达期货	6831.0	3020.0	民生期货	756.0	209.0	东亚期货	376.0	-114.0	0088	0244	0059
AG	白银	ag2608	16	渤海期货	6710.0	5313.0	光大期货	718.0	-24.0	永安期货	363.0	-14.0	0103	0042	0271
AG	白银	ag2608	17	中信建投	6582.0	189.0	东吴期货	715.0	-379.0	方正中期	361.0	37.0	0034	0323	0268
AG	白银	ag2608	18	方正中期	6365.0	1384.0	海通期货	531.0	-2.0	云晨期货	350.0	-1.0	0315	0081	0034
AG	白银	ag2608	19	光大期货	6252.0	3459.0	宏源期货	509.0	-117.0	宏源期货	327.0	181.0	0137	0137	0042
AG	白银	ag2608	20	国元期货	5910.0	3358.0	国信期货	483.0	21.0	中信建投	239.0	48.0	0268	0308	0043
AG	白银	ag2608	999		327158.0	91728.0		41113.0	-923.0		31978.0	-240.0			
AG	白银	ag2610	1	广发期货	9980.0	5323.0	中信期货	6042.0	-28.0	东证期货	6248.0	600.0	0163	0148	0240
AG	白银	ag2610	2	国信期货	9492.0	6355.0	国泰君安	5880.0	-266.0	中财期货	4943.0	292.0	0067	0004	0308
AG	白银	ag2610	3	东证期货	7726.0	3101.0	广发期货	3371.0	731.0	恒力期货	1952.0	298.0	0339	0240	0163
AG	白银	ag2610	4	华泰期货	7363.0	3518.0	华泰期货	1507.0	-28.0	申万期货	1023.0	9.0	0069	0253	0253
AG	白银	ag2610	5	中信期货	6964.0	1571.0	东证期货	980.0	482.0	中信期货	807.0	72.0	0148	0163	0148
AG	白银	ag2610	6	国泰君安	6941.0	-598.0	国海良时	907.0	88.0	永安期货	739.0	605.0	0103	0029	0004
AG	白银	ag2610	7	中泰期货	5106.0	1166.0	中信建投	811.0	78.0	国泰君安	706.0	43.0	0004	0268	0275
AG	白银	ag2610	8	浙商期货	4967.0	3003.0	东吴期货	706.0	15.0	海通期货	661.0	-25.0	0081	0323	0123
AG	白银	ag2610	9	海通期货	4966.0	575.0	招商期货	642.0	-3.0	广发期货	442.0	-1041.0	0240	0161	0081
AG	白银	ag2610	10	银河期货	4105.0	934.0	国元期货	503.0	12.0	中粮期货	425.0	-4.0	0139	0043	0272
AG	白银	ag2610	11	五矿期货	3233.0	2300.0	光大期货	426.0	-12.0	港信期货	404.0	8.0	0418	0042	0009
AG	白银	ag2610	12	兴证期货	3029.0	1854.0	方正中期	414.0	-87.0	兴业期货	345.0	1.0	0169	0034	0311
AG	白银	ag2610	13	新湖期货	2350.0	1400.0	永安期货	410.0	184.0	安粮期货	304.0	-3.0	0238	0103	0077
AG	白银	ag2610	14	渤海期货	2247.0	1719.0	中原期货	392.0	1.0	云晨期货	288.0	0.0	0315	0327	0271
AG	白银	ag2610	15	华闻期货	2092.0	1050.0	中州期货	371.0	1.0	金瑞期货	285.0	224.0	0049	0313	0259
AG	白银	ag2610	16	宏源期货	1674.0	735.0	中银期货	354.0	10.0	方正中期	273.0	188.0	0034	0372	0137
AG	白银	ag2610	17	津投期货	1583.0	-13.0	银河期货	346.0	-24.0	东吴期货	266.0	129.0	0323	0272	0342
AG	白银	ag2610	18	申万期货	1476.0	456.0	徽商期货	343.0	63.0	银河期货	209.0	-75.0	0272	0186	0069
AG	白银	ag2610	19	永安期货	1441.0	529.0	兴证期货	319.0	-8.0	五矿期货	136.0	-39.0	0009	0311	0103
AG	白银	ag2610	20	中融汇信	1372.0	1331.0	申万期货	316.0	-37.0	华鑫期货	132.0	-16.0	0006	0069	0013
AG	白银	ag2610	999		88107.0	36309.0		25040.0	1172.0		20588.0	1266.0			
AG	白银	ag2612	1	东证期货	6896.0	3372.0	中信期货	6435.0	163.0	中财期货	7937.0	798.0	0067	0148	0163
AG	白银	ag2612	2	国泰君安	5538.0	389.0	国泰君安	5950.0	91.0	东证期货	2546.0	396.0	0163	0004	0004
AG	白银	ag2612	3	中信期货	5230.0	2130.0	东证期货	1756.0	1002.0	铜冠金源	2411.0	57.0	0025	0163	0148
AG	白银	ag2612	4	广发期货	5051.0	1353.0	中信建投	1472.0	-27.0	国泰君安	2215.0	-17.0	0004	0268	0240
AG	白银	ag2612	5	国信期货	4789.0	3237.0	广发期货	1298.0	23.0	国新国证	600.0	600.0	0269	0240	0308
AG	白银	ag2612	6	银河期货	3874.0	2256.0	申万期货	1114.0	122.0	中粮期货	413.0	117.0	0139	0069	0272
AG	白银	ag2612	7	华泰期货	3263.0	-298.0	国元期货	1004.0	4.0	云晨期货	366.0	0.0	0315	0043	0253
AG	白银	ag2612	8	五矿期货	2552.0	1895.0	东亚期货	994.0	345.0	东吴期货	337.0	311.0	0323	0088	0009
AG	白银	ag2612	9	新湖期货	2189.0	1405.0	华泰期货	978.0	-145.0	广发期货	276.0	-74.0	0240	0253	0077
AG	白银	ag2612	10	海通期货	2113.0	473.0	东吴期货	921.0	61.0	创元期货	241.0	219.0	0151	0323	0081
AG	白银	ag2612	11	中泰期货	1856.0	-433.0	平安期货	756.0	221.0	国投期货	232.0	-7.0	0082	0288	0275
AG	白银	ag2612	12	兴证期货	1749.0	1001.0	五矿期货	714.0	278.0	永安期货	180.0	136.0	0103	0009	0311
AG	白银	ag2612	13	渤海期货	1695.0	1313.0	银河期货	683.0	82.0	中信期货	169.0	-203.0	0148	0272	0271
AG	白银	ag2612	14	平安期货	1611.0	1205.0	国信期货	632.0	-85.0	申万期货	152.0	84.0	0069	0308	0288
AG	白银	ag2612	15	方正中期	1379.0	870.0	东方财富	546.0	-4.0	华泰期货	141.0	60.0	0253	0298	0034
AG	白银	ag2612	16	中信建投	1342.0	611.0	金瑞期货	536.0	0.0	五矿期货	120.0	30.0	0009	0049	0268
AG	白银	ag2612	17	中辉期货	1307.0	880.0	方正中期	469.0	25.0	南华期货	103.0	-69.0	0096	0034	0274
AG	白银	ag2612	18	东亚期货	1166.0	587.0	齐盛期货	443.0	35.0	平安期货	103.0	2.0	0288	0001	0088
AG	白银	ag2612	19	东吴期货	1120.0	620.0	光大期货	380.0	14.0	银河期货	99.0	-106.0	0272	0042	0323
AG	白银	ag2612	20	光大期货	940.0	471.0	徽商期货	307.0	-60.0	方正中期	97.0	2.0	0034	0186	0042
AG	白银	ag2612	999		55660.0	23337.0		27388.0	2145.0		18738.0	2336.0			
