品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2604	1	国泰君安	36929.0	-5668.0	中信期货	4687.0	-539.0	银河期货	6016.0	-353.0	0272	0148	0004
AG	白银	ag2604	2	中信期货	30563.0	-8635.0	国泰君安	3703.0	-1100.0	中信期货	5398.0	-861.0	0148	0004	0148
AG	白银	ag2604	3	海通期货	14994.0	-1462.0	东证期货	1933.0	-1050.0	金瑞期货	3257.0	-816.0	0049	0163	0081
AG	白银	ag2604	4	东证期货	14677.0	6723.0	国投期货	1825.0	-504.0	国泰君安	1805.0	-705.0	0004	0082	0163
AG	白银	ag2604	5	中泰期货	10820.0	486.0	银河期货	1733.0	-325.0	东证期货	1440.0	170.0	0163	0272	0275
AG	白银	ag2604	6	华泰期货	10162.0	-3395.0	新湖期货	1722.0	-11.0	五矿期货	1335.0	-40.0	0009	0077	0253
AG	白银	ag2604	7	广发期货	9953.0	-1485.0	申万期货	1542.0	79.0	宏源期货	1204.0	56.0	0137	0069	0240
AG	白银	ag2604	8	国投期货	8889.0	1532.0	永安期货	1338.0	294.0	华鑫期货	1066.0	-177.0	0006	0103	0082
AG	白银	ag2604	9	银河期货	8832.0	-687.0	宏源期货	1316.0	-9.0	创元期货	972.0	-138.0	0151	0137	0272
AG	白银	ag2604	10	中信建投	6362.0	1331.0	方正中期	1158.0	115.0	中泰期货	896.0	447.0	0275	0034	0268
AG	白银	ag2604	11	浙商期货	5582.0	820.0	中泰期货	1138.0	-306.0	东海期货	761.0	457.0	0007	0275	0123
AG	白银	ag2604	12	平安期货	3770.0	-493.0	广发期货	1074.0	-201.0	国投期货	757.0	-137.0	0082	0240	0288
AG	白银	ag2604	13	华闻期货	3232.0	-1773.0	中信建投	1005.0	-682.0	金元期货	697.0	1.0	0089	0268	0259
AG	白银	ag2604	14	东方财富	3050.0	-1813.0	华泰期货	980.0	-186.0	华泰期货	651.0	-991.0	0253	0253	0298
AG	白银	ag2604	15	国信期货	3000.0	-1663.0	宁证期货	892.0	405.0	南华期货	598.0	429.0	0096	0038	0308
AG	白银	ag2604	16	申万期货	2955.0	1050.0	光大期货	875.0	26.0	中财期货	597.0	577.0	0067	0042	0069
AG	白银	ag2604	17	方正中期	2496.0	-837.0	东方财富	857.0	-143.0	宁证期货	567.0	19.0	0038	0298	0034
AG	白银	ag2604	18	南华期货	2437.0	187.0	一德期货	774.0	458.0	瑞达期货	551.0	324.0	0059	0277	0096
AG	白银	ag2604	19	长江期货	2365.0	1050.0	中财期货	697.0	618.0	新湖期货	538.0	20.0	0077	0067	0048
AG	白银	ag2604	20	金瑞期货	2136.0	1154.0	瑞达期货	648.0	201.0	齐盛期货	469.0	-109.0	0001	0059	0049
AG	白银	ag2604	999		183204.0	-13578.0		29897.0	-2860.0		29575.0	-1827.0			
AG	白银	ag2605	1	国泰君安	17792.0	-9993.0	中信期货	2701.0	708.0	中信期货	5952.0	-34.0	0148	0148	0004
AG	白银	ag2605	2	中信期货	14650.0	-6228.0	国泰君安	1480.0	-16.0	银河期货	1308.0	47.0	0272	0004	0148
AG	白银	ag2605	3	中泰期货	7794.0	-1646.0	国元期货	1005.0	10.0	中泰期货	867.0	201.0	0275	0043	0275
AG	白银	ag2605	4	华泰期货	7558.0	-5264.0	平安期货	743.0	332.0	金瑞期货	676.0	-11.0	0049	0288	0253
AG	白银	ag2605	5	海通期货	6947.0	-4312.0	中信建投	687.0	3.0	永安期货	627.0	12.0	0103	0268	0081
