品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2601	1	国泰君安	13309	7974	东证期货	1508.0	62.0	光大期货	1100.0	-161.0	0042	0163	0004
AG	白银	ag2601	2	华泰期货	10317	4594	国泰君安	1045.0	-1953.0	华鑫期货	1017.0	-17.0	0006	0004	0253
AG	白银	ag2601	3	中信期货	8535	2724	中信期货	822.0	-63.0	国泰君安	847.0	-601.0	0004	0148	0148
AG	白银	ag2601	4	中泰期货	7663	4213	金瑞期货	694.0	-412.0	中信建投	668.0	69.0	0268	0049	0275
AG	白银	ag2601	5	东证期货	7060	1918	摩根大通	593.0	-7.0	中信期货	601.0	-2217.0	0148	0184	0163
AG	白银	ag2601	6	广发期货	6303	2275	中泰期货	583.0	33.0	海证期货	599.0	48.0	0153	0275	0240
AG	白银	ag2601	7	津投期货	5290	3832	国海良时	353.0	8.0	中银期货	596.0	572.0	0372	0029	0342
AG	白银	ag2601	8	申万期货	4253	1805	五矿期货	351.0	17.0	银河期货	484.0	-44.0	0272	0009	0069
AG	白银	ag2601	9	海通期货	4017	491	华泰期货	321.0	-14.0	东吴期货	451.0	339.0	0323	0253	0081
AG	白银	ag2601	10	国投期货	3643	298	中信建投	308.0	-257.0	东证期货	410.0	-878.0	0163	0268	0082
AG	白银	ag2601	11	浙商期货	3159	2148	申万期货	302.0	-590.0	金瑞期货	407.0	-4.0	0049	0069	0123
AG	白银	ag2601	12	银河期货	2107	505	海通期货	289.0	242.0	中粮期货	310.0	-32.0	0139	0081	0272
AG	白银	ag2601	13	瑞达期货	1971	1289	广发期货	271.0	-244.0	广发期货	239.0	6.0	0240	0240	0059
AG	白银	ag2601	14	国信期货	1835	929	南华期货	265.0	-232.0	浙商期货	236.0	-226.0	0123	0096	0308
AG	白银	ag2601	15	华闻期货	1637	434	瑞达期货	235.0	-13.0	瑞达期货	216.0	53.0	0059	0059	0259
AG	白银	ag2601	16	光大期货	1494	1285	银河期货	218.0	-35.0	国海良时	196.0	118.0	0029	0272	0042
AG	白银	ag2601	17	新湖期货	1403	824	建信期货	204.0	118.0	申万期货	177.0	129.0	0069	0003	0077
AG	白银	ag2601	18	中信建投	1278	792	兴业期货	178.0	0.0	方正中期	169.0	-21.0	0034	0169	0268
AG	白银	ag2601	19	金瑞期货	1040	832	东海期货	162.0	7.0	山金期货	169.0	8.0	0052	0007	0049
AG	白银	ag2601	20	中银期货	994	764	齐盛期货	149.0	-43.0	永安期货	167.0	27.0	0103	0001	0372
AG	白银	ag2601	999		87308	39926		8851.0	-3376.0		9059.0	-2832.0			
AG	白银	ag2602	1	国泰君安	261427	-54368	中信期货	29739.0	-3170.0	中信期货	31056.0	5739.0	0148	0148	0004
AG	白银	ag2602	2	中信期货	247553	-19565	国泰君安	27643.0	2661.0	东证期货	24353.0	4905.0	0163	0004	0148
AG	白银	ag2602	3	东证期货	170416	24662	东证期货	16910.0	2810.0	国泰君安	24110.0	5708.0	0004	0163	0163
AG	白银	ag2602	4	海通期货	98119	3238	银河期货	11326.0	2103.0	银河期货	13085.0	780.0	0272	0272	0081
AG	白银	ag2602	5	华泰期货	92612	-2557	永安期货	11016.0	431.0	金瑞期货	10713.0	-926.0	0049	0103	0253
AG	白银	ag2602	6	银河期货	90610	12826	华泰期货	9725.0	1336.0	平安期货	10007.0	427.0	0288	0253	0272
AG	白银	ag2602	7	广发期货	81799	11830	广发期货	8439.0	515.0	华泰期货	8051.0	526.0	0253	0240	0240
AG	白银	ag2602	8	国信期货	75097	1300	东吴期货	7266.0	850.0	方正中期	7563.0	-882.0	0034	0323	0308
AG	白银	ag2602	9	中泰期货	69812	-14641	海通期货	6582.0	2513.0	齐盛期货	5652.0	-843.0	0001	0081	0275
AG	白银	ag2602	10	中信建投	67423	12688	平安期货	6406.0	-489.0	海通期货	5651.0	2531.0	0081	0288	0268
