品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2604	1	宏源期货	794.0	794.0	恒力期货	900.0	0.0	齐盛期货	762.0	0.0	0001	0339	0137
AG	白银	ag2604	2	东证期货	360.0	334.0	国投期货	634.0	-20.0	国泰君安	760.0	208.0	0004	0082	0163
AG	白银	ag2604	3	广发期货	284.0	282.0	中信期货	446.0	10.0	金瑞期货	472.0	0.0	0049	0148	0240
AG	白银	ag2604	4	国泰君安	214.0	178.0	新湖期货	348.0	-60.0	中信期货	342.0	82.0	0148	0077	0004
AG	白银	ag2604	5	中信期货	96.0	72.0	国元期货	328.0	0.0	五矿期货	242.0	0.0	0009	0043	0148
AG	白银	ag2604	6	国贸期货	82.0	82.0	广发期货	308.0	-280.0	铜冠金源	164.0	4.0	0025	0240	0058
AG	白银	ag2604	7	国投期货	64.0	0.0	中财期货	278.0	0.0	华泰期货	124.0	0.0	0253	0067	0082
AG	白银	ag2604	8	新湖期货	60.0	-36.0	中信建投	256.0	-20.0	华安期货	90.0	-40.0	0299	0268	0077
AG	白银	ag2604	9	华安期货	40.0	18.0	华安期货	256.0	0.0	光大期货	66.0	0.0	0042	0299	0299
AG	白银	ag2604	10	创元期货	36.0	0.0	海证期货	132.0	0.0	瑞达期货	66.0	0.0	0059	0153	0151
AG	白银	ag2604	11	国信期货	28.0	12.0	五矿期货	128.0	-8.0	中银期货	66.0	6.0	0372	0009	0308
AG	白银	ag2604	12	中信建投	20.0	20.0	国泰君安	116.0	2.0	金元期货	26.0	0.0	0089	0004	0268
AG	白银	ag2604	13	国联期货	18.0	18.0	南华期货	70.0	0.0	兴业期货	20.0	0.0	0169	0096	0018
AG	白银	ag2604	14	上海中期	16.0	14.0	上海中期	68.0	16.0	港信期货	18.0	0.0	0418	0008	0008
AG	白银	ag2604	15	申万期货	16.0	16.0	光大期货	66.0	0.0	东证期货	4.0	-2.0	0163	0042	0069
AG	白银	ag2604	16	浙商期货	16.0	12.0	平安期货	66.0	0.0	中财期货	2.0	0.0	0067	0288	0123
AG	白银	ag2604	17	五矿期货	8.0	8.0	申万期货	60.0	16.0					0069	0009
AG	白银	ag2604	18	徽商期货	8.0	-30.0	中辉期货	50.0	0.0					0274	0186
AG	白银	ag2604	19	中泰期货	6.0	6.0	东海期货	32.0	0.0					0007	0275
AG	白银	ag2604	20	融达期货	6.0	6.0	东证期货	30.0	-346.0					0163	0332
AG	白银	ag2604	999		2172.0	1806.0		4572.0	-690.0		3224.0	258.0			
AG	白银	ag2605	1	中信期货	9570.0	-1151.0	国泰君安	1452.0	-107.0	金瑞期货	2299.0	330.0	0049	0004	0148
AG	白银	ag2605	2	国泰君安	8186.0	-2496.0	中信期货	1245.0	-64.0	中信期货	1896.0	-678.0	0148	0148	0004
AG	白银	ag2605	3	海通期货	4116.0	79.0	国元期货	951.0	-1.0	国投期货	1349.0	85.0	0082	0043	0081
AG	白银	ag2605	4	华泰期货	4106.0	-69.0	银河期货	854.0	-73.0	银河期货	1183.0	-72.0	0272	0272	0253
AG	白银	ag2605	5	中泰期货	3738.0	-270.0	平安期货	764.0	98.0	齐盛期货	884.0	336.0	0001	0288	0275
AG	白银	ag2605	6	广发期货	3275.0	-1277.0	中信建投	648.0	5.0	永安期货	720.0	24.0	0103	0268	0240
AG	白银	ag2605	7	五矿期货	2702.0	522.0	东亚期货	624.0	19.0	东证期货	612.0	-51.0	0163	0088	0009
AG	白银	ag2605	8	国信期货	2260.0	640.0	东证期货	548.0	-89.0	中泰期货	591.0	-41.0	0275	0163	0308
AG	白银	ag2605	9	东证期货	1848.0	340.0	海通期货	469.0	225.0	国泰君安	449.0	-87.0	0004	0081	0163
AG	白银	ag2605	10	南华期货	1767.0	-232.0	国投期货	446.0	-35.0	平安期货	333.0	1.0	0288	0082	0096
