品种代码	品种名称	合约代码	名次	成交量会员简称	成交量	成交量比上交易日增减	持买单量会员简称	持买单量	持买单量比上交易日增减	持卖单量会员简称	持卖单量	持卖单量比上交易日增减	PARTICIPANTID3	PARTICIPANTID2	PARTICIPANTID1
AG	白银	ag2601	1	国泰君安	23202.0	9893.0	宏源期货	2331	2201	齐盛期货	2133.0	2118.0	0001	0137	0004
AG	白银	ag2601	2	中信期货	18831.0	10296.0	东证期货	1831	323	东证期货	1347.0	937.0	0163	0163	0148
AG	白银	ag2601	3	东证期货	12937.0	5877.0	中信期货	1679	857	国泰君安	1220.0	373.0	0004	0148	0163
AG	白银	ag2601	4	国投期货	10553.0	6910.0	银河期货	1530	1312	中信期货	1086.0	485.0	0148	0272	0082
AG	白银	ag2601	5	广发期货	9440.0	3137.0	广发期货	1272	1001	银河期货	1085.0	601.0	0272	0240	0240
AG	白银	ag2601	6	海通期货	8965.0	4948.0	国泰君安	1232	187	华鑫期货	1013.0	-4.0	0006	0004	0081
AG	白银	ag2601	7	银河期货	7854.0	5747.0	国海良时	1081	728	国投期货	882.0	801.0	0082	0029	0272
AG	白银	ag2601	8	中泰期货	7644.0	-19.0	中财期货	815	783	中财期货	798.0	780.0	0067	0067	0275
AG	白银	ag2601	9	华泰期货	7635.0	-2682.0	中信建投	782	474	海证期货	711.0	112.0	0153	0268	0253
AG	白银	ag2601	10	中信建投	7424.0	6146.0	齐盛期货	780	631	金瑞期货	650.0	243.0	0049	0001	0268
AG	白银	ag2601	11	申万期货	5316.0	1063.0	中泰期货	680	97	瑞达期货	570.0	354.0	0059	0275	0069
AG	白银	ag2601	12	浙商期货	4066.0	907.0	金瑞期货	668	-26	国联期货	491.0	329.0	0018	0049	0123
AG	白银	ag2601	13	华闻期货	3667.0	2030.0	摩根大通	593	0	海通期货	488.0	432.0	0081	0184	0259
AG	白银	ag2601	14	光大期货	3083.0	1589.0	申万期货	502	200	华泰期货	453.0	312.0	0253	0069	0042
AG	白银	ag2601	15	津投期货	2574.0	-2716.0	华泰期货	502	181	方正中期	445.0	276.0	0034	0253	0342
AG	白银	ag2601	16	瑞达期货	2223.0	252.0	东吴期货	474	346	广发期货	405.0	166.0	0240	0323	0059
AG	白银	ag2601	17	齐盛期货	1542.0	929.0	国投期货	414	375	华闻期货	383.0	287.0	0259	0082	0001
AG	白银	ag2601	18	中银期货	1470.0	476.0	瑞达期货	400	165	平安期货	379.0	248.0	0288	0059	0372
AG	白银	ag2601	19	东吴期货	1166.0	697.0	南华期货	358	93	紫金天风	336.0	291.0	0321	0096	0323
AG	白银	ag2601	20	新湖期货	1116.0	-287.0	华闻期货	346	309	东海期货	333.0	254.0	0007	0259	0077
AG	白银	ag2601	999		140708.0	55193.0		18270	10237		15208.0	9395.0			
AG	白银	ag2602	1	国泰君安	250236.0	-11191.0	中信期货	26615	-3124	中信期货	30776.0	-280.0	0148	0148	0004
AG	白银	ag2602	2	中信期货	230476.0	-17077.0	国泰君安	26030	-1613	东证期货	23588.0	-765.0	0163	0004	0148
AG	白银	ag2602	3	东证期货	138946.0	-31470.0	东证期货	14421	-2489	国泰君安	23037.0	-1073.0	0004	0163	0163
AG	白银	ag2602	4	银河期货	99156.0	8546.0	银河期货	10460	-866	银河期货	11106.0	-1979.0	0272	0272	0272
AG	白银	ag2602	5	广发期货	96093.0	14294.0	永安期货	10322	-694	平安期货	10071.0	64.0	0288	0103	0240
AG	白银	ag2602	6	海通期货	93368.0	-4751.0	广发期货	8473	34	金瑞期货	9386.0	-1327.0	0049	0240	0081
AG	白银	ag2602	7	华泰期货	80457.0	-12155.0	华泰期货	8462	-1263	方正中期	7055.0	-508.0	0034	0253	0253
AG	白银	ag2602	8	中泰期货	68626.0	-1186.0	东吴期货	6421	-845	华泰期货	6618.0	-1433.0	0253	0323	0275
AG	白银	ag2602	9	中信建投	62371.0	-5052.0	平安期货	6131	-275	齐盛期货	5385.0	-267.0	0001	0288	0268
AG	白银	ag2602	10	东方财富	57058.0	2522.0	中信建投	5192	-90	中信建投	4964.0	-346.0	0268	0268	0298
AG	白银	ag2602	11	国信期货	51705.0	-23392.0	海通期货	5147	-1435	五矿期货	4914.0	-566.0	0009	0081	0308
AG	白银	ag2602	12	平安期货	49388.0	582.0	五矿期货	5072	-451	光大期货	4543.0	-342.0	0042	0009	0288
AG	白银	ag2602	13	方正中期	45797.0	-8992.0	光大期货	4916	-38	中财期货	4230.0	-353.0	0067	0042	0034
AG	白银	ag2602	14	南华期货	44858.0	-4702.0	方正中期	4718	-375	海通期货	4156.0	-1495.0	0081	0034	0096
AG	白银	ag2602	15	徽商期货	43280.0	-4400.0	东亚期货	4456	-937	中粮期货	4110.0	-98.0	0139	0088	0186
AG	白银	ag2602	16	浙商期货	41401.0	126.0	申万期货	4437	97	浙商期货	4053.0	-387.0	0123	0069	0123
AG	白银	ag2602	17	东吴期货	35938.0	1995.0	国投期货	4344	-1337	广发期货	4038.0	-675.0	0240	0082	0323
AG	白银	ag2602	18	宏源期货	34106.0	-11.0	一德期货	4242	-113	中泰期货	3943.0	-454.0	0275	0277	0137
AG	白银	ag2602	19	中辉期货	32743.0	-267.0	乾坤期货	3832	241	东方财富	3932.0	-346.0	0298	0239	0274
AG	白银	ag2602	20	申万期货	32657.0	-13700.0	齐盛期货	3655	1383	东吴期货	3447.0	-451.0	0323	0001	0069
AG	白银	ag2602	999		1588660.0	-110281.0		167346	-14190		173352.0	-13081.0			
AG	白银	ag2604	1	国泰君安	383862.0	-7267.0	中信期货	19076	-666	中信期货	13425.0	1077.0	0148	0148	0004
AG	白银	ag2604	2	中信期货	267504.0	40377.0	国泰君安	18417	-435	国泰君安	12621.0	965.0	0004	0004	0148
AG	白银	ag2604	3	东证期货	137420.0	7594.0	永安期货	11606	-326	金瑞期货	9328.0	-255.0	0049	0103	0163
AG	白银	ag2604	4	广发期货	124369.0	32237.0	国投期货	8422	-4	东证期货	6443.0	2082.0	0163	0082	0240
AG	白银	ag2604	5	海通期货	120539.0	24341.0	东吴期货	6890	204	银河期货	5710.0	698.0	0272	0323	0081
AG	白银	ag2604	6	华泰期货	99023.0	8915.0	中信建投	6740	1113	东吴期货	5219.0	2.0	0323	0268	0253
AG	白银	ag2604	7	银河期货	85979.0	14794.0	海通期货	6528	1272	海通期货	4704.0	1489.0	0081	0081	0272
AG	白银	ag2604	8	中泰期货	81393.0	15359.0	南华期货	6242	602	五矿期货	4468.0	-737.0	0009	0096	0275
AG	白银	ag2604	9	国信期货	75518.0	-678.0	华泰期货	5775	-94	乾坤期货	4123.0	4.0	0239	0253	0308
AG	白银	ag2604	10	中信建投	64562.0	11592.0	金瑞期货	5046	1038	中信建投	4102.0	-907.0	0268	0049	0268
AG	白银	ag2604	11	华闻期货	54708.0	12026.0	东证期货	4866	-661	方正中期	3404.0	-543.0	0034	0163	0259
AG	白银	ag2604	12	徽商期货	54373.0	9923.0	申万期货	4697	95	华泰期货	3332.0	91.0	0253	0069	0186
