DATE,INSTRUMENTID,RANK,PARTICIPANTABBR1,CJ1,CJ1_CHG,PARTICIPANTABBR2,CJ2,CJ2_CHG,PARTICIPANTABBR3,CJ3,CJ3_CHG,PRODUCTNAME
20260701,agall,-1,期货公司会员/境外特殊经纪参与者,2531399,-216467,期货公司会员/境外特殊经纪参与者,466590,-2781,期货公司会员/境外特殊经纪参与者,349109,-1802,白银
20260701,agall,0,非期货公司会员/境外特殊非经纪参与者,11285,-991,非期货公司会员/境外特殊非经纪参与者,32724,2672,非期货公司会员/境外特殊非经纪参与者,150205,1693,白银
20260701,ag2607,1,国泰君安,550,-631,华安期货,904,0,中信期货,904,0,白银
20260701,ag2607,2,东证期货,230,-52,中信期货,444,-26,国投期货,386,-100,白银
20260701,ag2607,3,中泰期货,218,-547,国泰君安,388,-10,格林大华,256,0,白银
20260701,ag2607,4,中辉期货,166,-62,国信期货,258,2,国泰君安,224,-364,白银
20260701,ag2607,5,中原期货,166,164,中原期货,218,0,紫金天风,184,0,白银
20260701,ag2607,6,国贸期货,160,-45,中粮期货,190,60,广发期货,170,-4,白银
20260701,ag2607,7,银河期货,102,-187,紫金天风,166,0,中原期货,166,166,白银
20260701,ag2607,8,国投期货,100,-275,南华期货,164,0,国海良时,144,-4,白银
20260701,ag2607,9,广发期货,84,-498,东海期货,160,0,方正中期,142,0,白银
20260701,ag2607,10,创元期货,80,59,方正中期,160,-4,东证期货,114,28,白银
20260701,ag2607,11,兴证期货,66,60,东证期货,124,-6,新湖期货,36,0,白银
20260701,ag2607,12,中粮期货,60,39,宁证期货,100,0,银河期货,36,8,白银
20260701,ag2607,13,中银期货,54,30,华泰期货,100,8,中粮期货,28,0,白银
20260701,ag2607,14,齐盛期货,52,19,招商期货,86,0,招商期货,20,-6,白银
20260701,ag2607,15,铜冠金源,52,10,中信建投,82,-40,兴业期货,20,0,白银
20260701,ag2607,16,中信建投,50,-41,平安期货,56,-8,中金岭南,10,0,白银
20260701,ag2607,17,中信期货,34,-706,广发期货,54,-4,中辉期货,8,6,白银
20260701,ag2607,18,国富期货,34,19,中银期货,52,-54,金瑞期货,6,2,白银
20260701,ag2607,19,平安期货,32,-77,中泰期货,38,-50,国贸期货,6,6,白银
20260701,ag2607,20,浙商期货,28,-5,建信期货,32,0,齐盛期货,4,0,白银
20260701,ag2607,999,,2318,-2726,,3776,-132,,2864,-262,白银
20260701,ag2608,1,国泰君安,234862,-19067,国泰君安,16703,-1657,中信期货,20178,885,白银
20260701,ag2608,2,中信期货,125964,-16382,中信期货,16565,-563,国泰君安,12597,111,白银
20260701,ag2608,3,广发期货,74933,-10449,银河期货,12718,-670,东证期货,10332,776,白银
20260701,ag2608,4,东证期货,67562,-15780,平安期货,9909,-936,宏源期货,8151,-15,白银
20260701,ag2608,5,银河期货,60521,-6227,东证期货,9457,-1381,华泰期货,8003,506,白银
20260701,ag2608,6,华泰期货,53830,-6466,方正中期,8362,318,银河期货,7521,-605,白银
20260701,ag2608,7,中泰期货,53197,-1357,国投期货,7659,52,金瑞期货,7017,140,白银
20260701,ag2608,8,国信期货,40324,-3588,永安期货,6697,318,永安期货,6443,-921,白银
20260701,ag2608,9,方正中期,34610,-3335,广发期货,5674,278,华鑫期货,5852,81,白银
20260701,ag2608,10,中信建投,33705,-1026,中信建投,5622,26,广发期货,4837,-51,白银
20260701,ag2608,11,海通期货,32177,-7227,华泰期货,5455,-408,中粮期货,4087,-67,白银
20260701,ag2608,12,徽商期货,28139,-2108,光大期货,4515,-70,云晨期货,3480,0,白银
20260701,ag2608,13,东方财富,25366,-1293,东方财富,3733,371,中信建投,3155,-265,白银
20260701,ag2608,14,平安期货,22767,689,齐盛期货,3648,-38,东吴期货,3132,81,白银
20260701,ag2608,15,华闻期货,21403,-1848,中泰期货,3617,394,国投期货,2855,-135,白银
20260701,ag2608,16,宏源期货,17974,1439,金瑞期货,3430,486,瑞达期货,2851,610,白银
20260701,ag2608,17,瑞达期货,17314,-3389,国信期货,3282,68,南华期货,2774,-120,白银
20260701,ag2608,18,民生期货,16665,1992,国贸期货,3118,34,中银期货,2756,-85,白银
20260701,ag2608,19,五矿期货,15750,2062,东亚期货,2783,-73,光大期货,2464,268,白银
20260701,ag2608,20,东吴期货,15575,-1360,招商期货,2670,47,海通期货,2374,68,白银
20260701,ag2608,999,,992638,-94720,,135617,-3404,,120859,1262,白银
20260701,ag2610,1,国泰君安,136069,-5944,国泰君安,11240,1105,中信期货,13087,1004,白银
20260701,ag2610,2,中信期货,90352,-769,银河期货,9465,383,中银期货,7766,92,白银
20260701,ag2610,3,广发期货,51136,-3371,国投期货,8321,439,金瑞期货,4948,10,白银
20260701,ag2610,4,银河期货,43234,6824,中信期货,8229,-72,国泰君安,4663,393,白银
20260701,ag2610,5,中泰期货,41314,326,金瑞期货,6374,80,银河期货,4351,1199,白银
20260701,ag2610,6,东证期货,37693,-4219,华泰期货,5903,198,东证期货,4166,740,白银
20260701,ag2610,7,华泰期货,31544,-7525,广发期货,5659,48,浙商期货,3943,177,白银
20260701,ag2610,8,海通期货,26943,-6065,国元期货,5521,-14,方正中期,3708,1630,白银
