DATE,INSTRUMENTID,RANK,PARTICIPANTABBR1,CJ1,CJ1_CHG,PARTICIPANTABBR2,CJ2,CJ2_CHG,PARTICIPANTABBR3,CJ3,CJ3_CHG,PRODUCTNAME
20260526,agall,-1,期货公司会员/境外特殊经纪参与者,1738555,-479452,期货公司会员/境外特殊经纪参与者,469520,-2919,期货公司会员/境外特殊经纪参与者,324676,-2156,白银
20260526,agall,0,非期货公司会员/境外特殊非经纪参与者,14059,1824,非期货公司会员/境外特殊非经纪参与者,16755,-1096,非期货公司会员/境外特殊非经纪参与者,161599,-1859,白银
20260526,ag2606,1,国泰君安,32827,-24507,中信期货,4221,-1120,中信期货,5821,-3149,白银
20260526,ag2606,2,中信期货,30375,-14546,银河期货,3052,-2790,中粮期货,3125,-254,白银
20260526,ag2606,3,中泰期货,12631,-10644,国泰君安,2964,-2540,金瑞期货,2728,-461,白银
20260526,ag2606,4,广发期货,11258,-7390,申万期货,2571,-438,东证期货,2457,-3190,白银
20260526,ag2606,5,东证期货,10209,-10077,平安期货,2414,-116,国泰君安,2180,-815,白银
20260526,ag2606,6,银河期货,9004,-3467,方正中期,2142,-319,高盛期货,2027,0,白银
20260526,ag2606,7,华泰期货,8991,-6821,高盛期货,2027,0,五矿期货,1566,-111,白银
20260526,ag2606,8,海通期货,7468,-7895,中信建投,1777,-731,国投期货,1348,-865,白银
20260526,ag2606,9,国信期货,5181,-6316,东证期货,1729,-1135,方正中期,1303,-187,白银
20260526,ag2606,10,中信建投,4303,-4997,齐盛期货,1670,-322,齐盛期货,1163,-212,白银
20260526,ag2606,11,五矿期货,4221,-1724,国投期货,1488,-539,南华期货,1090,-142,白银
20260526,ag2606,12,方正中期,3562,-3737,广发期货,1449,-213,银河期货,1066,-778,白银
20260526,ag2606,13,南华期货,2845,-2054,永安期货,1167,-679,永安期货,888,-50,白银
20260526,ag2606,14,东方财富,2748,-2818,华泰期货,1024,-144,光大期货,768,-213,白银
20260526,ag2606,15,招商期货,2222,-3839,光大期货,959,-143,瑞达期货,722,-224,白银
20260526,ag2606,16,浙商期货,2156,-4036,东方财富,932,-464,长江期货,674,-52,白银
