DATE,INSTRUMENTID,RANK,PARTICIPANTABBR1,CJ1,CJ1_CHG,PARTICIPANTABBR2,CJ2,CJ2_CHG,PARTICIPANTABBR3,CJ3,CJ3_CHG,PRODUCTNAME
20260611,agall,-1,期货公司会员/境外特殊经纪参与者,3245916,-246947,期货公司会员/境外特殊经纪参与者,487756,8440,期货公司会员/境外特殊经纪参与者,363701,10904,白银
20260611,agall,0,非期货公司会员/境外特殊非经纪参与者,11112,2863,非期货公司会员/境外特殊非经纪参与者,27954,2383,非期货公司会员/境外特殊非经纪参与者,152009,-81,白银
20260611,ag2606,1,国海良时,212,212,国泰君安,982,-8,中信期货,900,0,白银
20260611,ag2606,2,浙商期货,22,-6,中信期货,546,-2,国投期货,626,0,白银
20260611,ag2606,3,华鑫期货,20,-22,华鑫期货,434,-20,方正中期,484,0,白银
20260611,ag2606,4,上海中期,12,6,中信建投,286,0,新湖期货,262,0,白银
20260611,ag2606,5,国信期货,12,-90,东海期货,200,0,瑞达期货,224,0,白银
20260611,ag2606,6,五矿期货,10,2,山金期货,186,0,银河期货,218,-2,白银
20260611,ag2606,7,国贸期货,10,10,南华期货,132,0,紫金天风,186,0,白银
20260611,ag2606,8,永安期货,10,10,华安期货,132,0,金瑞期货,174,0,白银
20260611,ag2606,9,国泰君安,8,-34,国海良时,106,106,国元期货,136,0,白银
20260611,ag2606,10,创元期货,8,-38,建信期货,100,2,五矿期货,118,-10,白银
20260611,ag2606,11,宝城期货,4,-36,广发期货,100,0,国海良时,106,106,白银
20260611,ag2606,12,东证期货,4,-42,海证期货,96,0,国泰君安,68,0,白银
20260611,ag2606,13,广发期货,4,4,申万期货,34,-2,徽商期货,52,0,白银
20260611,ag2606,14,建信期货,2,-6,国投期货,24,0,广发期货,48,-4,白银
20260611,ag2606,15,申万期货,2,2,国联期货,22,0,华金期货,46,0,白银
20260611,ag2606,16,中信期货,2,-60,国信期货,22,0,东证期货,38,-4,白银
20260611,ag2606,17,银河期货,2,-76,上海中期,10,-12,国贸期货,18,-10,白银
