DATE,INSTRUMENTID,RANK,PARTICIPANTABBR1,CJ1,CJ1_CHG,PARTICIPANTABBR2,CJ2,CJ2_CHG,PARTICIPANTABBR3,CJ3,CJ3_CHG,PRODUCTNAME
20260323,agall,-1,期货公司会员/境外特殊经纪参与者,4043496,391723,期货公司会员/境外特殊经纪参与者,409175,-3289,期货公司会员/境外特殊经纪参与者,331743,-3423,白银
20260323,agall,0,非期货公司会员/境外特殊非经纪参与者,9008,3229,非期货公司会员/境外特殊非经纪参与者,46805,648,非期货公司会员/境外特殊非经纪参与者,124237,782,白银
20260323,ag2604,1,国泰君安  ,45320,2114,中信期货  ,5789,166,中信期货  ,7962,-192,白银
20260323,ag2604,2,中信期货  ,38080,1392,国泰君安  ,4264,-329,银河期货  ,5674,234,白银
20260323,ag2604,3,海通期货  ,16821,3109,国投期货  ,3691,267,金瑞期货  ,4269,-264,白银
20260323,ag2604,4,广发期货  ,15639,791,东证期货  ,2538,-419,国泰君安  ,2972,-700,白银
20260323,ag2604,5,华泰期货  ,12799,18,海通期货  ,2138,695,广发期货  ,1603,259,白银
20260323,ag2604,6,中泰期货  ,11943,-2165,中信建投  ,1986,299,五矿期货  ,1374,-15,白银
20260323,ag2604,7,银河期货  ,11708,-258,新湖期货  ,1749,113,东证期货  ,1328,-55,白银
20260323,ag2604,8,东证期货  ,10130,-1798,银河期货  ,1715,120,华泰期货  ,1321,66,白银
20260323,ag2604,9,东方财富  ,5658,-139,广发期货  ,1700,126,宏源期货  ,1124,-396,白银
20260323,ag2604,10,中信建投  ,4905,-31,平安期货  ,1613,-216,创元期货  ,1121,-6,白银
20260323,ag2604,11,国信期货  ,4832,-1457,申万期货  ,1568,-220,国投期货  ,1022,-692,白银
20260323,ag2604,12,浙商期货  ,4690,-257,华泰期货  ,1168,-90,华鑫期货  ,998,-111,白银
20260323,ag2604,13,平安期货  ,4221,-1107,东方财富  ,1168,-176,中泰期货  ,639,-304,白银
20260323,ag2604,14,华闻期货  ,4175,-799,中泰期货  ,1167,-265,方正中期  ,618,-31,白银
20260323,ag2604,15,国投期货  ,4035,-604,方正中期  ,1043,-330,浙商期货  ,600,182,白银
20260323,ag2604,16,方正中期  ,3890,60,光大期货  ,937,54,新湖期货  ,540,26,白银
20260323,ag2604,17,宏源期货  ,3101,745,宏源期货  ,862,243,宁证期货  ,538,44,白银
20260323,ag2604,18,南华期货  ,2902,-157,永安期货  ,825,-39,平安期货  ,495,-57,白银
20260323,ag2604,19,海证期货  ,2470,-211,齐盛期货  ,716,-6,金元期货  ,453,0,白银
20260323,ag2604,20,国元期货  ,2423,-198,国元期货  ,623,-126,齐盛期货  ,432,-553,白银
20260323,ag2604,999,,209742,-952,,37260,-133,,35083,-2565,白银
20260323,ag2605,1,国泰君安  ,26787,-337,中信期货  ,1740,-300,中信期货  ,7449,-774,白银
20260323,ag2605,2,中信期货  ,20406,2511,国泰君安  ,1581,39,银河期货  ,1221,-15,白银
20260323,ag2605,3,海通期货  ,12588,3654,国元期货  ,964,-9,齐盛期货  ,755,608,白银
20260323,ag2605,4,广发期货  ,11591,2537,国投期货  ,925,820,金瑞期货  ,687,6,白银
20260323,ag2605,5,中泰期货  ,10502,3045,建信期货  ,873,-1,永安期货  ,619,-8,白银
20260323,ag2605,6,华泰期货  ,9861,1634,银河期货  ,799,124,平安期货  ,599,215,白银
20260323,ag2605,7,银河期货  ,6103,1086,东证期货  ,751,-107,国泰君安  ,448,-16,白银
20260323,ag2605,8,东证期货  ,4654,119,中信建投  ,621,-21,东证期货  ,392,-11,白银
20260323,ag2605,9,华闻期货  ,4446,-462,广发期货  ,533,-56,海通期货  ,323,215,白银
20260323,ag2605,10,国信期货  ,4099,-202,浙商期货  ,518,108,申万期货  ,242,69,白银
20260323,ag2605,11,浙商期货  ,4069,21,平安期货  ,475,-82,中泰期货  ,221,94,白银
20260323,ag2605,12,海证期货  ,2977,718,金瑞期货  ,422,271,紫金天风  ,215,15,白银
20260323,ag2605,13,中信建投  ,2488,112,方正中期  ,416,24,广发期货  ,172,25,白银
20260323,ag2605,14,南华期货  ,1977,71,海证期货  ,405,33,新湖期货  ,160,0,白银
20260323,ag2605,15,东方财富  ,1715,204,海通期货  ,339,167,五矿期货  ,128,12,白银
20260323,ag2605,16,光大期货  ,1692,833,光大期货  ,333,-6,东方财富  ,128,36,白银
20260323,ag2605,17,平安期货  ,1685,-229,华泰期货  ,313,-41,国信期货  ,110,74,白银
20260323,ag2605,18,瑞达期货  ,1662,244,福能期货  ,312,-3,华泰期货  ,100,-6,白银
20260323,ag2605,19,方正中期  ,1282,-604,中泰期货  ,267,-174,创元期货  ,99,-8,白银
