DATE,INSTRUMENTID,RANK,PARTICIPANTABBR1,CJ1,CJ1_CHG,PARTICIPANTABBR2,CJ2,CJ2_CHG,PARTICIPANTABBR3,CJ3,CJ3_CHG,PRODUCTNAME
20260525,agall,-1,期货公司会员/境外特殊经纪参与者,2218007,-120707,期货公司会员/境外特殊经纪参与者,472439,4780,期货公司会员/境外特殊经纪参与者,326832,4815,白银
20260525,agall,0,非期货公司会员/境外特殊非经纪参与者,12235,5165,非期货公司会员/境外特殊非经纪参与者,17851,799,非期货公司会员/境外特殊非经纪参与者,163458,764,白银
20260525,ag2606,1,国泰君安,57334,865,银河期货,5842,-1587,中信期货,8970,-1846,白银
20260525,ag2606,2,中信期货,44921,-6429,国泰君安,5504,-703,东证期货,5647,1373,白银
20260525,ag2606,3,中泰期货,23275,617,中信期货,5341,-222,中粮期货,3379,-228,白银
20260525,ag2606,4,东证期货,20286,3467,申万期货,3009,-101,金瑞期货,3189,-601,白银
20260525,ag2606,5,广发期货,18648,-1972,东证期货,2864,290,国泰君安,2995,-317,白银
20260525,ag2606,6,华泰期货,15812,-8279,平安期货,2530,-1321,国投期货,2213,-328,白银
20260525,ag2606,7,海通期货,15363,-1225,中信建投,2508,-121,乾坤期货,2027,0,白银
20260525,ag2606,8,银河期货,12471,-1351,方正中期,2461,-343,银河期货,1844,144,白银
20260525,ag2606,9,国信期货,11497,-2887,国投期货,2027,-740,五矿期货,1677,-40,白银
20260525,ag2606,10,中信建投,9300,882,乾坤期货,2027,0,方正中期,1490,-310,白银
20260525,ag2606,11,方正中期,7299,333,齐盛期货,1992,199,齐盛期货,1375,-210,白银
20260525,ag2606,12,浙商期货,6192,666,永安期货,1846,-579,宏源期货,1233,-703,白银
20260525,ag2606,13,招商期货,6061,2883,招商期货,1705,320,南华期货,1232,-17,白银
20260525,ag2606,14,五矿期货,5945,119,广发期货,1662,-103,迈科期货,999,-421,白银
20260525,ag2606,15,国投期货,5652,2367,东方财富,1396,-116,中泰期货,992,162,白银
20260525,ag2606,16,东方财富,5566,-2435,中财期货,1291,501,光大期货,981,-63,白银
20260525,ag2606,17,平安期货,5565,100,瑞达期货,1189,458,广发期货,966,-907,白银
20260525,ag2606,18,南华期货,4899,1014,中泰期货,1182,333,瑞达期货,946,324,白银
20260525,ag2606,19,瑞达期货,3429,-218,华泰期货,1168,-469,永安期货,938,-233,白银
20260525,ag2606,20,宏源期货,2725,-541,光大期货,1102,-399,中财期货,757,622,白银
20260525,ag2606,999,,282240,-12024,,48646,-4703,,43850,-3599,白银
20260525,ag2608,1,国泰君安,241680,4691,国泰君安,19740,1782,东证期货,19845,3110,白银
20260525,ag2608,2,中信期货,155209,-5881,中信期货,15662,483,中信期货,17102,367,白银
20260525,ag2608,3,东证期货,78744,-4773,永安期货,14229,-350,国泰君安,10104,372,白银
20260525,ag2608,4,广发期货,74518,-1753,东证期货,12501,365,华泰期货,7595,734,白银
20260525,ag2608,5,中泰期货,56061,-3236,银河期货,10611,-345,金瑞期货,7550,749,白银
20260525,ag2608,6,银河期货,53114,-11308,国投期货,10376,284,银河期货,7076,555,白银
20260525,ag2608,7,华泰期货,50467,-6554,华泰期货,8662,79,中银期货,6872,3,白银
20260525,ag2608,8,海通期货,43330,-5485,国元期货,7441,24,云晨期货,5391,176,白银
20260525,ag2608,9,中信建投,41736,2338,金瑞期货,6676,-43,广发期货,4562,1190,白银
20260525,ag2608,10,国信期货,40481,-6030,方正中期,6151,493,永安期货,4411,402,白银
20260525,ag2608,11,徽商期货,36434,-3803,浙商期货,6104,124,宏源期货,4292,404,白银
20260525,ag2608,12,方正中期,29122,-5814,广发期货,5723,256,中粮期货,3858,-176,白银
20260525,ag2608,13,东方财富,27248,-2580,平安期货,5526,594,南华期货,3106,-45,白银
20260525,ag2608,14,华闻期货,22983,1159,光大期货,4282,321,华鑫期货,3021,162,白银
20260525,ag2608,15,平安期货,18995,300,中信建投,4164,120,方正中期,2642,-101,白银
20260525,ag2608,16,民生期货,18880,-346,乾坤期货,3417,-495,中信建投,2357,-436,白银
20260525,ag2608,17,宏源期货,18179,-2764,海通期货,3386,49,瑞达期货,2356,371,白银
20260525,ag2608,18,华安期货,17191,-4408,大越期货,3129,74,浙商期货,2237,-11,白银
20260525,ag2608,19,创元期货,17018,-1933,民生期货,3108,304,平安期货,1958,251,白银
20260525,ag2608,20,东吴期货,16797,-2103,南华期货,3011,190,东吴期货,1910,531,白银
20260525,ag2608,999,,1058187,-60283,,153899,4309,,118245,8608,白银
20260525,ag2610,1,中信期货,25509,-463,国投期货,5586,7,东证期货,8781,18,白银
20260525,ag2610,2,国泰君安,19326,4894,广发期货,4895,60,中信期货,4406,245,白银
20260525,ag2610,3,中泰期货,10635,-1633,中信期货,4735,74,国泰君安,3704,44,白银
20260525,ag2610,4,广发期货,10344,886,金瑞期货,4200,57,金瑞期货,3643,-2,白银
20260525,ag2610,5,东证期货,9285,-352,永安期货,3903,56,永安期货,2464,564,白银
20260525,ag2610,6,华泰期货,7181,-172,浙商期货,3699,-27,中银期货,2101,3,白银
20260525,ag2610,7,国信期货,6202,-3307,银河期货,3401,-748,乾坤期货,1576,84,白银
20260525,ag2610,8,海通期货,5695,-950,华泰期货,2992,5,光大期货,1450,-3,白银
20260525,ag2610,9,银河期货,5654,766,一德期货,2990,6,方正中期,1400,-41,白银
20260525,ag2610,10,浙商期货,3964,-8,国泰君安,1704,130,申万期货,1103,-8,白银
20260525,ag2610,11,南华期货,3042,-66,大越期货,1512,-1,云晨期货,841,0,白银
20260525,ag2610,12,宏源期货,2332,-52,国元期货,1445,-43,中粮期货,832,4,白银
20260525,ag2610,13,中信建投,1716,-6,东亚期货,1419,111,瑞达期货,543,-8,白银
20260525,ag2610,14,瑞达期货,1528,442,平安期货,1416,28,南华期货,531,72,白银
20260525,ag2610,15,宝城期货,1340,248,光大期货,1229,9,五矿期货,521,-10,白银
20260525,ag2610,16,五矿期货,1335,-841,东证期货,1031,139,银河期货,456,-50,白银
20260525,ag2610,17,兴证期货,1324,290,建信期货,952,-8,中辉期货,430,-17,白银
20260525,ag2610,18,招商期货,1194,-258,中信建投,924,33,国投期货,286,244,白银
20260525,ag2610,19,民生期货,1190,149,宝城期货,790,-67,融达期货,274,3,白银
20260525,ag2610,20,方正中期,1141,-429,国信期货,747,28,中国国际,239,-2,白银
20260525,ag2610,999,,119937,-862,,49570,-151,,35581,1140,白银
20260525,ag2612,1,中信期货,11397,2135,中信期货,3828,35,东证期货,8357,-171,白银
20260525,ag2612,2,国泰君安,9369,2207,铜冠金源,3424,26,中信期货,6642,396,白银
20260525,ag2612,3,中泰期货,5160,-844,中信建投,3106,-11,铜冠金源,4913,92,白银
20260525,ag2612,4,华泰期货,3324,-910,国泰君安,3011,80,金瑞期货,3770,0,白银
20260525,ag2612,5,东证期货,3126,-241,广发期货,2959,254,国泰君安,1367,79,白银
20260525,ag2612,6,广发期货,2525,-188,银河期货,2391,78,云晨期货,1110,0,白银
20260525,ag2612,7,银河期货,2191,15,国元期货,2197,31,中国国际,830,-1,白银
20260525,ag2612,8,海通期货,1944,-798,东证期货,2065,-9,招商期货,800,-50,白银
20260525,ag2612,9,浙商期货,1684,-412,平安期货,2029,36,永安期货,784,80,白银
20260525,ag2612,10,国信期货,1655,-751,金瑞期货,1790,2,大有期货,742,-16,白银
20260525,ag2612,11,南华期货,971,-98,大越期货,1321,2,华泰期货,734,-62,白银
20260525,ag2612,12,平安期货,935,399,浙商期货,1113,23,金元期货,681,-4,白银
20260525,ag2612,13,申万期货,792,527,方正中期,1105,-33,申万期货,478,0,白银
20260525,ag2612,14,方正中期,650,103,华泰期货,1050,108,中粮期货,428,391,白银
20260525,ag2612,15,中信建投,628,-67,东亚期货,1007,-143,广发期货,427,-73,白银
20260525,ag2612,16,东方财富,623,19,国信期货,993,-33,新湖期货,400,35,白银
20260525,ag2612,17,华闻期货,567,127,光大期货,840,87,方正中期,333,63,白银
20260525,ag2612,18,中辉期货,534,218,永安期货,801,-16,中辉期货,333,303,白银
20260525,ag2612,19,徽商期货,502,60,国投期货,684,-24,瑞达期货,310,3,白银
20260525,ag2612,20,五矿期货,501,-199,宝城期货,603,52,平安期货,310,-515,白银
20260525,ag2612,999,,49078,1302,,36317,545,,33749,550,白银
